SoilReadingID,SensorID,FieldID,FarmID,RegionID,DateTimeID,MoisturePct,TemperatureC,EC_dS_m,NPKIndex,BatteryPct,CreatedDate
11752,9,382,26,3,1161,29.27,21.99,0.33,48.41,33.73,2025-10-17
11753,224,311,21,1,2186,13.97,24.87,0.939,57.44,56.08,2025-09-09
11754,140,107,7,1,2386,26.11,25.08,1.378,59.04,32.29,2025-08-03
11755,200,117,8,4,50,28.05,16.07,0.944,23.79,98.03,2025-08-31
11756,165,286,19,5,2447,31.89,20.44,1.32,48.84,40.31,2025-08-26
11757,140,107,7,1,972,32.61,19.85,1.569,58.43,61.99,2025-08-08
11758,112,138,9,2,1543,23.87,16.0,0.643,70.52,80.06,2025-09-30
11759,66,15,1,4,262,19.67,16.84,1.135,60.69,64.9,2025-10-02
11760,262,1,1,4,2049,36.77,32.81,0.492,42.82,77.19,2025-10-28
11761,61,71,5,1,339,23.91,12.9,1.514,48.11,58.41,2025-09-08
11762,124,441,30,2,2592,28.52,26.02,0.06,39.96,52.75,2025-07-07
11763,1,190,13,5,77,22.97,18.89,0.913,74.61,42.88,2025-10-20
11764,206,113,8,4,1872,27.84,21.76,0.534,46.56,61.05,2025-07-31
11765,222,260,18,5,2673,27.53,16.97,1.095,55.47,60.81,2025-10-04
11766,212,349,24,4,368,27.06,18.0,1.301,53.57,82.61,2025-08-31
11767,277,247,17,3,2206,21.05,22.99,0.165,60.27,39.18,2025-10-17
11768,197,358,25,2,310,14.05,15.79,0.762,42.86,76.72,2025-08-30
11769,161,229,16,5,1603,21.33,22.1,0.793,68.97,34.09,2025-09-27
11770,137,388,27,1,2721,37.83,20.9,1.499,50.64,53.63,2025-09-16
11771,181,70,5,1,1693,17.33,29.3,0.221,40.4,89.76,2025-07-17
11772,18,213,15,4,1167,17.18,8.52,0.451,71.69,42.35,2025-08-31
11773,268,194,13,5,4,15.97,27.89,1.569,43.85,84.53,2025-07-07
11774,59,217,15,4,1050,26.03,25.55,1.319,95.6,57.34,2025-10-14
11775,172,51,4,4,866,24.69,24.25,0.006,33.91,94.09,2025-10-18
11776,174,160,11,2,1575,16.49,24.86,2.211,71.96,82.89,2025-09-23
11777,197,358,25,2,618,32.28,32.12,1.253,62.29,88.89,2025-09-17
11778,46,180,12,3,1469,25.84,29.29,2.214,41.74,71.77,2025-10-09
11779,271,357,25,2,1825,22.67,22.49,1.61,21.02,84.52,2025-10-16
11780,144,433,30,2,238,26.16,38.32,1.872,30.44,90.84,2025-09-05
11781,148,131,9,2,263,29.05,40.0,1.367,49.12,85.62,2025-07-10
11782,98,419,29,1,1142,33.56,28.14,1.363,41.34,87.52,2025-08-18
11783,140,107,7,1,2675,27.62,27.27,0.522,54.79,32.4,2025-10-21
11784,150,99,7,1,2838,28.03,14.57,0.379,64.71,76.64,2025-09-11
11785,168,26,2,4,1934,27.95,21.77,1.481,28.09,84.26,2025-10-23
11786,33,205,14,4,2819,25.15,31.92,1.543,24.23,74.26,2025-10-14
11787,8,384,26,3,1486,14.66,26.27,0.208,73.69,70.51,2025-09-14
11788,5,202,13,5,1274,25.44,20.51,1.235,59.38,79.84,2025-09-02
11789,12,251,17,3,2873,22.94,25.85,1.356,39.41,95.01,2025-10-15
11790,66,15,1,4,2516,23.22,18.42,1.158,85.83,33.0,2025-10-19
11791,79,114,8,4,27,16.34,28.56,1.373,55.22,42.72,2025-07-31
11792,156,106,7,1,2440,38.47,17.9,0.992,48.04,70.28,2025-07-20
11793,32,199,13,5,269,20.85,20.04,0.117,66.68,56.18,2025-08-15
11794,138,29,2,4,1760,20.26,17.01,0.456,47.4,51.96,2025-08-06
11795,193,259,18,5,1740,24.43,26.83,1.35,61.93,38.35,2025-09-16
11796,71,271,18,5,1234,24.89,22.71,1.743,84.29,73.92,2025-07-25
11797,35,211,14,4,939,24.24,21.46,0.963,62.48,36.45,2025-08-07
11798,128,5,1,4,1074,26.85,12.06,2.107,52.05,33.83,2025-10-21
11799,216,98,7,1,1132,9.34,18.75,0.891,67.42,41.0,2025-07-31
11800,214,52,4,4,1865,16.05,21.91,0.997,31.83,73.32,2025-08-03
11801,250,277,19,5,597,38.8,17.34,1.08,29.62,42.93,2025-07-18
11802,281,210,14,4,2233,32.45,32.12,0.951,28.76,40.18,2025-07-26
11803,49,263,18,5,51,22.21,34.13,0.213,55.48,34.19,2025-08-21
11804,40,360,25,2,1378,20.63,18.17,1.145,49.07,91.8,2025-07-30
11805,157,273,19,5,961,35.56,9.43,1.366,44.18,42.3,2025-10-26
11806,109,380,26,3,509,32.79,12.4,2.334,71.79,51.49,2025-09-22
11807,45,320,22,1,673,21.81,24.13,1.6,75.6,64.95,2025-08-17
11808,56,8,1,4,1051,18.01,20.37,1.758,53.61,70.68,2025-08-27
11809,153,266,18,5,23,19.91,10.48,0.726,59.84,35.89,2025-10-16
11810,60,61,4,4,146,23.19,30.91,0.864,30.77,87.14,2025-07-09
11811,60,61,4,4,1623,14.35,26.74,0.541,70.71,31.43,2025-07-12
11812,47,198,13,5,259,31.85,21.73,0.793,91.92,39.01,2025-08-21
11813,123,185,12,3,2855,27.41,22.97,1.363,51.51,36.67,2025-09-04
11814,262,1,1,4,2158,29.71,27.73,0.129,49.88,78.12,2025-08-21
11815,244,369,26,3,94,20.66,21.06,0.328,49.28,99.86,2025-09-10
11816,91,330,23,4,363,33.21,23.05,0.722,53.6,45.04,2025-07-13
11817,215,37,3,2,1750,16.27,18.99,1.677,65.85,84.14,2025-09-14
11818,298,316,22,1,710,27.59,15.74,1.739,61.81,37.8,2025-08-31
11819,204,47,3,2,1099,32.76,24.34,1.476,35.3,30.09,2025-07-04
11820,159,272,19,5,439,25.32,24.48,1.284,57.49,35.26,2025-09-12
11821,233,46,3,2,2071,32.27,19.15,0.814,77.98,76.04,2025-08-03
11822,270,261,18,5,239,27.35,29.19,0.775,72.99,66.93,2025-07-08
11823,122,234,16,5,932,12.49,19.41,0.752,74.46,33.72,2025-10-12
11824,251,123,8,4,383,28.13,25.53,1.143,68.01,31.12,2025-08-11
11825,251,123,8,4,2034,38.55,21.43,0.871,38.87,82.26,2025-10-26
11826,275,290,19,5,2646,15.85,32.78,1.183,57.18,60.06,2025-09-29
11827,171,427,29,1,1009,19.94,26.14,2.554,45.14,91.72,2025-09-13
11828,209,155,10,1,285,32.07,17.66,0.254,58.16,31.52,2025-07-05
11829,28,399,28,2,1345,20.75,22.73,1.957,89.93,64.86,2025-09-09
11830,84,163,11,2,1150,24.75,26.61,2.448,39.61,84.23,2025-09-13
11831,17,166,11,2,857,27.51,29.37,0.018,50.14,47.08,2025-08-30
11832,274,48,4,4,1227,26.31,31.64,0.594,61.16,49.17,2025-09-08
11833,107,122,8,4,2460,17.08,15.99,1.313,60.75,42.89,2025-10-10
11834,7,201,13,5,2854,16.42,17.09,0.67,38.01,79.23,2025-07-21
11835,183,183,12,3,2670,18.37,25.86,0.699,40.57,53.87,2025-08-07
11836,174,160,11,2,1978,27.81,21.1,1.444,31.14,85.83,2025-08-14
11837,256,195,13,5,1031,28.88,28.34,0.974,69.76,30.25,2025-10-03
11838,148,131,9,2,2224,28.08,21.37,0.081,67.18,33.09,2025-08-31
11839,276,121,8,4,1264,25.71,21.95,0.472,49.41,84.96,2025-10-11
11840,264,397,28,2,1457,25.2,23.96,1.173,58.8,93.11,2025-09-21
11841,40,360,25,2,598,37.27,24.29,0.323,68.74,93.06,2025-07-25
11842,236,361,25,2,2801,29.57,25.21,0.997,61.93,54.72,2025-10-24
11843,64,280,19,5,502,18.23,22.26,0.598,49.13,87.75,2025-09-25
11844,159,272,19,5,423,31.08,21.58,1.885,36.46,79.33,2025-08-28
11845,63,196,13,5,1120,16.39,22.43,0.9,55.66,45.02,2025-08-11
11846,228,10,1,4,1951,26.01,17.27,0.896,55.06,64.37,2025-10-16
11847,233,46,3,2,1648,9.47,27.72,1.409,56.21,86.02,2025-07-12
11848,155,305,20,1,266,35.47,21.14,1.231,38.38,82.8,2025-08-09
11849,142,219,15,4,1611,20.68,32.68,2.173,58.01,78.64,2025-08-28
11850,129,231,16,5,2369,31.58,25.86,1.674,80.96,59.61,2025-09-05
11851,204,47,3,2,914,20.62,30.6,1.296,37.88,44.27,2025-07-09
11852,286,310,21,1,1626,23.41,21.09,1.587,33.89,47.11,2025-10-22
11853,221,278,19,5,1863,25.87,24.98,0.903,20.89,57.58,2025-07-10
11854,143,332,23,4,559,38.45,33.6,1.568,77.56,77.69,2025-07-21
11855,78,291,20,1,276,19.23,21.11,1.649,77.34,67.07,2025-09-01
11856,54,244,17,3,79,28.91,25.53,0.847,58.01,92.89,2025-09-06
11857,87,140,9,2,1463,32.23,38.51,2.481,39.98,38.61,2025-07-30
11858,248,34,3,2,940,20.21,13.34,0.355,75.9,92.0,2025-07-14
11859,265,391,27,1,1250,13.24,15.95,1.192,35.14,68.46,2025-07-21
11860,228,10,1,4,1589,23.09,25.95,1.187,56.26,54.14,2025-07-27
11861,264,397,28,2,1289,15.92,26.0,1.086,67.49,88.11,2025-09-18
11862,165,286,19,5,1701,27.76,21.37,0.837,30.17,34.2,2025-10-10
11863,182,355,25,2,118,25.27,15.95,0.69,59.16,89.44,2025-09-06
11864,258,207,14,4,1429,27.66,19.89,2.044,24.17,61.61,2025-10-23
11865,31,401,28,2,650,35.45,16.6,1.239,28.26,63.26,2025-07-28
11866,203,124,8,4,2832,18.63,34.67,0.541,61.57,41.17,2025-08-15
11867,11,105,7,1,2492,15.14,30.1,0.792,54.14,75.66,2025-07-09
11868,228,10,1,4,2228,20.71,23.34,1.361,38.54,56.05,2025-08-17
11869,134,103,7,1,1887,19.47,14.19,0.928,50.67,34.97,2025-10-24
11870,167,392,27,1,2848,15.98,19.91,0.924,32.57,84.73,2025-07-18
11871,152,344,23,4,1793,14.63,19.84,0.322,49.43,36.55,2025-10-26
11872,52,351,24,4,2620,24.09,11.9,0.154,93.67,76.0,2025-10-11
11873,213,404,28,2,471,27.93,19.25,0.236,52.12,67.19,2025-09-20
11874,218,14,1,4,2602,26.97,25.27,1.871,42.15,80.52,2025-07-14
11875,27,442,30,2,2319,38.11,18.41,1.045,30.36,52.36,2025-09-23
11876,109,380,26,3,2588,24.69,34.48,1.283,49.8,88.55,2025-09-27
11877,196,406,28,2,2302,32.66,22.56,0.762,80.49,48.25,2025-08-02
11878,258,207,14,4,25,20.77,18.61,0.435,61.32,62.55,2025-08-19
11879,185,200,13,5,170,31.64,18.12,0.579,56.26,50.94,2025-07-20
11880,138,29,2,4,2314,17.83,24.45,1.166,53.78,77.02,2025-09-04
11881,264,397,28,2,1042,30.83,12.34,0.314,66.56,54.69,2025-07-04
11882,8,384,26,3,1873,21.37,28.05,1.143,56.25,53.56,2025-10-27
11883,286,310,21,1,962,9.67,22.37,0.264,54.78,69.19,2025-07-17
11884,77,222,15,4,172,19.55,19.84,0.189,40.35,52.78,2025-10-22
11885,300,33,3,2,1699,26.95,28.71,1.062,49.36,56.04,2025-09-19
11886,180,100,7,1,2367,23.51,31.01,1.401,53.11,99.4,2025-08-10
11887,58,356,25,2,2658,26.23,26.18,1.588,85.29,58.13,2025-07-01
11888,8,384,26,3,2568,18.67,19.12,1.133,54.81,92.1,2025-09-06
11889,183,183,12,3,2579,28.22,27.71,0.781,84.63,79.51,2025-09-27
11890,87,140,9,2,2638,30.47,26.4,1.642,23.14,40.54,2025-08-22
11891,236,361,25,2,239,29.16,31.82,1.438,72.09,37.18,2025-07-30
11892,299,153,10,1,1187,18.24,20.36,1.348,80.96,54.73,2025-07-20
11893,248,34,3,2,972,28.26,24.14,1.348,45.02,39.05,2025-09-20
11894,64,280,19,5,2584,24.63,30.67,0.214,66.59,58.04,2025-10-05
11895,95,55,4,4,317,27.09,25.5,2.585,62.31,69.03,2025-10-21
11896,52,351,24,4,2359,25.91,15.15,0.83,75.59,74.98,2025-08-17
11897,122,234,16,5,2628,28.75,24.87,1.053,63.72,94.37,2025-09-29
11898,24,408,28,2,711,18.76,17.43,0.735,71.95,80.32,2025-07-17
11899,72,32,3,2,2691,34.67,9.31,1.496,60.25,71.36,2025-07-11
11900,291,323,22,1,162,28.01,25.79,1.439,60.13,95.73,2025-08-28
11901,271,357,25,2,692,21.4,23.07,1.327,85.46,66.13,2025-08-30
11902,8,384,26,3,2865,17.09,30.06,1.941,75.59,70.2,2025-10-13
11903,106,241,17,3,366,25.98,30.42,1.224,80.04,35.82,2025-08-04
11904,266,250,17,3,1462,28.11,22.02,1.343,88.9,59.82,2025-07-14
11905,180,100,7,1,1632,24.5,10.01,0.73,49.26,34.9,2025-08-30
11906,159,272,19,5,1682,38.98,25.34,1.662,72.68,31.44,2025-10-10
11907,204,47,3,2,684,21.98,16.82,0.865,62.29,43.82,2025-07-06
11908,197,358,25,2,1962,23.24,17.95,0.087,87.95,77.31,2025-08-26
11909,33,205,14,4,2818,24.67,13.61,0.893,44.37,54.19,2025-08-01
11910,102,17,2,4,814,32.97,28.41,0.977,72.27,52.74,2025-09-18
11911,249,306,21,1,2633,22.07,25.97,1.882,78.1,99.73,2025-10-25
11912,255,67,5,1,2546,26.82,22.8,1.008,27.48,46.36,2025-10-23
11913,281,210,14,4,1004,13.93,22.06,0.955,61.76,77.33,2025-07-18
11914,172,51,4,4,2822,14.43,17.45,1.778,92.57,63.43,2025-09-26
11915,258,207,14,4,1655,15.38,26.26,2.74,84.87,40.6,2025-10-12
11916,178,63,4,4,1358,25.01,22.87,0.042,45.89,43.96,2025-09-17
11917,295,74,5,1,2364,31.29,25.03,1.396,66.23,69.11,2025-07-22
11918,235,418,29,1,787,19.51,26.39,0.249,76.93,40.19,2025-07-08
11919,129,231,16,5,1430,23.72,22.66,0.744,37.18,57.23,2025-08-21
11920,147,135,9,2,1553,31.0,24.14,1.136,61.64,36.22,2025-09-17
11921,62,154,10,1,273,24.93,21.1,0.466,47.84,62.43,2025-07-10
11922,153,266,18,5,2536,20.61,24.63,0.796,19.98,35.35,2025-10-13
11923,13,159,10,1,2561,19.43,18.49,1.344,22.36,92.47,2025-07-13
11924,251,123,8,4,330,26.29,12.58,1.508,100.0,98.82,2025-09-13
11925,237,158,10,1,2675,22.94,9.32,1.57,78.31,36.02,2025-09-12
11926,7,201,13,5,868,5.81,28.65,1.261,58.33,74.48,2025-08-24
11927,50,292,20,1,309,29.35,24.31,1.505,52.69,60.48,2025-10-08
11928,119,27,2,4,608,36.48,27.34,1.177,74.2,87.22,2025-07-06
11929,260,303,20,1,177,19.18,24.78,0.352,44.42,56.32,2025-07-13
11930,260,303,20,1,2679,29.89,28.46,0.533,75.26,48.53,2025-07-19
11931,199,413,28,2,1644,26.08,24.33,0.874,74.76,45.36,2025-08-03
11932,32,199,13,5,1342,26.67,22.3,0.786,65.25,79.28,2025-09-04
11933,28,399,28,2,2729,17.23,13.71,0.9,36.11,87.39,2025-07-12
11934,120,45,3,2,67,31.19,30.64,1.33,54.98,65.9,2025-08-31
11935,12,251,17,3,1503,31.67,23.56,1.844,55.95,63.06,2025-08-21
11936,241,248,17,3,460,21.77,19.93,1.343,45.8,71.96,2025-09-24
11937,182,355,25,2,2002,16.76,25.26,1.266,54.18,34.1,2025-08-09
11938,208,31,3,2,1090,28.42,22.0,1.352,60.65,59.68,2025-10-24
11939,46,180,12,3,2149,14.14,23.86,0.103,77.35,34.59,2025-08-13
11940,75,432,30,2,2771,20.76,32.31,1.439,96.79,34.88,2025-09-22
11941,105,233,16,5,1294,21.67,20.97,0.644,96.77,46.6,2025-07-10
11942,17,166,11,2,911,18.56,19.76,0.575,89.78,80.3,2025-10-07
11943,292,77,5,1,1107,24.78,18.68,0.982,49.58,58.51,2025-07-05
11944,203,124,8,4,1678,21.53,12.68,0.242,33.03,74.7,2025-07-09
11945,84,163,11,2,1602,39.74,36.37,1.398,63.25,82.47,2025-08-29
11946,205,4,1,4,312,25.2,26.61,0.61,91.4,59.53,2025-08-26
11947,4,147,10,1,1471,23.62,32.92,1.316,61.59,90.2,2025-09-29
11948,177,23,2,4,2733,27.19,30.62,1.949,77.39,49.54,2025-08-24
11949,297,375,26,3,308,30.03,33.5,0.836,61.19,63.69,2025-07-08
11950,122,234,16,5,2810,23.55,24.5,1.049,50.33,48.04,2025-09-04
11951,171,427,29,1,325,27.81,17.87,0.311,15.59,35.43,2025-10-16
11952,257,178,12,3,467,26.95,21.99,0.708,57.56,93.83,2025-10-23
11953,100,42,3,2,1471,27.26,10.54,0.528,49.41,49.59,2025-09-20
11954,144,433,30,2,2211,26.75,28.63,1.31,0.0,86.93,2025-07-05
11955,273,60,4,4,1344,17.76,24.72,1.439,63.43,34.98,2025-08-20
11956,295,74,5,1,2741,23.65,24.08,0.545,47.3,48.19,2025-09-24
11957,179,393,27,1,1168,20.55,38.24,1.178,41.87,65.78,2025-08-19
11958,124,441,30,2,2781,21.63,28.32,2.094,72.72,91.41,2025-09-21
11959,32,199,13,5,2692,10.16,20.47,1.99,77.11,53.23,2025-08-14
11960,127,437,30,2,405,16.11,20.44,0.829,51.24,89.29,2025-09-25
11961,239,297,20,1,1596,16.62,22.14,0.146,53.68,54.28,2025-09-05
11962,253,64,4,4,207,20.06,31.23,1.407,14.05,86.17,2025-07-16
11963,253,64,4,4,837,34.69,24.84,0.848,54.38,78.81,2025-08-13
11964,271,357,25,2,1956,7.24,32.42,1.67,33.48,71.62,2025-07-22
11965,98,419,29,1,2687,32.76,18.07,1.442,44.68,73.13,2025-08-04
11966,24,408,28,2,209,22.66,27.11,0.88,75.65,58.52,2025-08-17
11967,43,156,10,1,1735,18.91,11.58,0.85,34.27,35.17,2025-09-10
11968,245,298,20,1,2745,22.96,12.36,1.154,46.52,62.79,2025-09-13
11969,88,118,8,4,1602,24.57,14.8,0.416,48.71,61.72,2025-08-06
11970,10,424,29,1,802,31.93,25.67,0.863,63.03,89.88,2025-10-17
11971,105,233,16,5,1705,39.42,23.92,0.285,65.9,62.02,2025-08-15
11972,19,239,17,3,1031,22.76,29.91,1.641,41.28,93.16,2025-09-11
11973,298,316,22,1,84,35.56,33.34,2.321,36.02,35.26,2025-07-15
11974,258,207,14,4,2200,38.08,23.06,0.61,69.52,85.1,2025-09-06
11975,256,195,13,5,1812,23.15,18.54,0.376,56.76,97.48,2025-07-04
11976,212,349,24,4,2520,32.48,17.88,0.79,30.82,82.39,2025-10-18
11977,136,145,10,1,276,24.83,32.93,0.95,27.84,39.18,2025-10-25
11978,282,309,21,1,950,21.37,28.17,1.635,49.55,65.6,2025-07-14
11979,149,174,12,3,342,26.28,27.34,0.821,58.31,88.72,2025-07-13
11980,288,43,3,2,175,31.46,12.43,1.313,54.88,80.52,2025-09-12
11981,280,403,28,2,128,36.89,28.8,1.868,81.94,58.69,2025-07-30
11982,209,155,10,1,518,19.37,16.28,0.74,25.61,79.96,2025-10-03
11983,266,250,17,3,189,21.98,22.44,2.087,100.0,88.73,2025-08-15
11984,163,9,1,4,2383,32.31,34.17,0.808,53.21,51.99,2025-09-04
11985,272,385,26,3,1780,15.04,13.47,1.542,54.67,57.15,2025-09-10
11986,73,372,26,3,2296,27.52,23.27,2.203,100.0,41.93,2025-07-03
11987,76,337,23,4,726,17.63,17.96,0.634,55.64,84.49,2025-09-07
11988,278,325,22,1,1822,32.62,26.81,1.118,57.01,94.62,2025-07-07
11989,149,174,12,3,2693,10.1,26.06,0.401,45.42,66.01,2025-10-23
11990,14,144,10,1,2327,27.12,25.33,1.257,80.33,80.95,2025-08-12
11991,8,384,26,3,269,25.71,29.71,1.573,46.49,74.8,2025-09-18
11992,284,214,15,4,2601,22.63,28.67,1.04,39.79,39.43,2025-08-26
11993,296,317,22,1,2150,45.62,9.12,1.265,29.92,34.07,2025-10-18
11994,277,247,17,3,435,18.86,25.3,1.476,67.03,48.34,2025-10-03
11995,289,345,23,4,314,21.81,15.05,1.085,50.7,42.0,2025-10-18
11996,241,248,17,3,1667,19.28,18.99,2.447,45.44,71.68,2025-10-16
11997,99,130,9,2,209,21.05,19.41,0.705,43.11,32.11,2025-09-23
11998,32,199,13,5,1567,37.62,14.24,1.349,36.46,39.56,2025-07-06
11999,195,436,30,2,1051,29.7,19.31,0.471,58.75,91.17,2025-09-15
12000,127,437,30,2,1679,19.08,27.38,0.888,75.67,77.02,2025-09-11
12001,165,286,19,5,590,36.66,25.08,1.716,34.84,35.52,2025-09-09
12002,65,22,2,4,2267,17.69,25.15,0.638,20.48,71.01,2025-08-21
12003,119,27,2,4,2507,18.43,16.86,1.383,75.14,43.63,2025-10-07
12004,176,366,25,2,41,27.9,10.7,1.615,33.89,44.19,2025-10-28
12005,133,429,29,1,846,32.25,26.09,1.228,91.05,42.12,2025-07-20
12006,213,404,28,2,1936,19.73,17.9,1.188,45.11,53.75,2025-07-24
12007,173,86,6,1,968,31.04,26.26,1.013,59.8,96.71,2025-07-02
12008,279,167,11,2,99,8.2,30.08,0.845,45.68,89.32,2025-07-31
12009,284,214,15,4,2588,28.65,19.36,1.616,64.01,45.75,2025-07-09
12010,166,171,11,2,1514,24.82,16.25,1.108,13.85,63.93,2025-08-14
12011,221,278,19,5,687,22.7,29.16,1.828,65.04,40.47,2025-10-18
12012,110,240,17,3,2120,15.71,28.16,1.323,55.02,98.22,2025-10-27
12013,143,332,23,4,634,29.76,16.91,1.231,35.07,37.86,2025-10-10
12014,32,199,13,5,2783,23.48,23.72,0.998,42.73,78.42,2025-09-06
12015,112,138,9,2,2145,27.48,20.15,0.795,59.51,50.97,2025-10-27
12016,67,252,17,3,901,6.44,15.61,0.655,26.37,98.28,2025-10-07
12017,298,316,22,1,323,18.2,37.23,1.709,46.63,97.83,2025-08-27
12018,140,107,7,1,2184,21.7,30.4,0.844,96.21,62.2,2025-07-04
12019,83,390,27,1,2274,31.63,19.95,0.974,71.35,89.94,2025-08-11
12020,135,256,17,3,590,22.63,12.19,0.563,16.89,52.51,2025-10-19
12021,33,205,14,4,559,15.15,21.06,0.831,33.36,46.28,2025-07-24
12022,80,137,9,2,2355,34.07,28.94,1.695,53.73,86.95,2025-08-17
12023,67,252,17,3,1543,22.32,20.38,0.601,73.92,62.8,2025-08-22
12024,137,388,27,1,2143,29.62,13.05,1.716,56.03,66.74,2025-08-22
12025,38,370,26,3,558,12.26,21.91,1.585,47.4,53.74,2025-10-27
12026,99,130,9,2,1704,26.56,13.72,1.085,40.38,98.37,2025-08-02
12027,159,272,19,5,806,21.32,24.85,1.004,45.23,83.59,2025-09-11
12028,77,222,15,4,2825,28.75,20.54,0.558,38.13,78.45,2025-09-29
12029,213,404,28,2,836,27.94,25.2,1.01,63.98,66.25,2025-07-06
12030,68,57,4,4,1101,21.87,26.58,1.286,50.61,41.96,2025-08-07
12031,138,29,2,4,459,19.77,23.42,1.03,44.92,49.27,2025-09-10
12032,181,70,5,1,2355,23.54,20.02,0.153,49.19,86.72,2025-09-21
12033,65,22,2,4,1676,19.09,13.29,1.195,30.37,31.81,2025-07-13
12034,231,340,23,4,348,21.8,25.24,2.096,45.15,67.87,2025-07-23
12035,116,189,13,5,2402,24.44,24.99,1.964,67.14,50.25,2025-08-31
12036,39,40,3,2,1593,18.63,23.43,1.433,69.6,45.61,2025-07-02
12037,272,385,26,3,554,17.07,23.15,1.848,23.11,39.53,2025-08-12
12038,12,251,17,3,921,30.22,25.21,0.992,68.98,34.9,2025-10-22
12039,55,54,4,4,231,12.25,35.17,1.528,39.02,42.15,2025-08-24
12040,100,42,3,2,2017,31.75,24.91,1.663,65.62,40.9,2025-10-14
12041,243,127,9,2,79,20.76,20.74,1.683,87.45,35.09,2025-08-25
12042,31,401,28,2,828,11.76,35.06,0.605,41.46,80.75,2025-08-19
12043,219,164,11,2,2496,31.4,19.63,1.49,31.58,49.91,2025-08-09
12044,55,54,4,4,83,18.43,25.26,0.61,63.3,92.09,2025-10-07
12045,159,272,19,5,1444,19.31,26.06,1.129,23.2,34.6,2025-10-01
12046,232,79,5,1,2423,24.09,17.81,1.456,26.2,95.18,2025-10-02
12047,197,358,25,2,1734,34.6,20.41,1.444,67.36,45.06,2025-10-07
12048,161,229,16,5,43,18.32,27.18,0.453,34.28,71.85,2025-10-20
12049,253,64,4,4,2624,30.18,19.64,1.462,65.0,67.53,2025-09-24
12050,254,289,19,5,2283,37.87,15.78,1.453,52.45,44.28,2025-10-11
12051,46,180,12,3,2828,30.6,25.97,0.834,46.6,30.37,2025-08-14
12052,75,432,30,2,2743,27.51,20.85,2.13,28.35,73.62,2025-09-13
12053,5,202,13,5,915,28.42,26.81,1.815,22.77,99.62,2025-10-21
12054,228,10,1,4,1584,30.44,18.52,1.127,28.24,31.11,2025-09-22
12055,237,158,10,1,2014,30.64,20.69,0.161,67.21,54.67,2025-09-30
12056,211,95,6,1,1778,17.67,27.38,0.667,64.24,56.37,2025-10-28
12057,151,220,15,4,2099,21.09,21.66,1.07,72.01,38.02,2025-08-11
12058,163,9,1,4,1504,27.5,20.82,1.26,61.17,78.32,2025-10-19
12059,123,185,12,3,2824,16.63,17.1,1.083,31.38,33.91,2025-08-09
12060,223,269,18,5,1680,17.89,25.55,0.783,80.47,48.5,2025-09-02
12061,156,106,7,1,414,22.72,18.47,0.439,37.77,60.21,2025-08-07
12062,175,165,11,2,2788,14.57,25.02,0.482,50.06,61.09,2025-10-20
12063,223,269,18,5,138,26.44,17.56,1.198,53.83,52.74,2025-09-17
12064,18,213,15,4,1691,29.52,11.21,0.264,97.38,46.97,2025-09-19
12065,126,12,1,4,2452,21.1,11.05,0.321,63.38,70.92,2025-09-16
12066,47,198,13,5,797,23.7,26.99,2.155,71.73,68.02,2025-08-12
12067,124,441,30,2,2368,23.2,15.87,0.457,32.03,58.08,2025-10-23
12068,115,136,9,2,2670,27.36,22.25,1.569,84.63,51.97,2025-07-22
12069,129,231,16,5,542,32.17,27.18,1.572,33.76,91.99,2025-07-22
12070,30,285,19,5,1811,32.17,9.74,1.785,62.02,81.96,2025-09-05
12071,142,219,15,4,1944,23.47,29.06,0.265,82.77,70.34,2025-07-21
12072,269,6,1,4,532,13.51,22.83,0.299,80.78,77.6,2025-10-26
12073,231,340,23,4,1293,21.18,7.29,0.509,46.87,91.28,2025-09-02
12074,199,413,28,2,2605,25.87,21.19,2.076,63.12,94.3,2025-07-07
12075,116,189,13,5,1119,18.69,26.61,1.432,81.66,91.45,2025-07-02
12076,64,280,19,5,1321,17.03,28.63,0.178,42.21,80.38,2025-09-02
12077,292,77,5,1,1634,25.7,17.32,0.118,42.59,70.66,2025-10-22
12078,39,40,3,2,141,33.44,19.23,0.92,65.91,79.66,2025-09-14
12079,241,248,17,3,2123,22.02,21.16,0.705,78.8,47.71,2025-10-04
12080,124,441,30,2,1302,43.6,24.31,1.096,52.13,38.45,2025-08-16
12081,40,360,25,2,2810,28.93,24.01,1.7,77.06,64.93,2025-07-29
12082,24,408,28,2,862,30.38,28.11,0.789,60.18,38.02,2025-08-19
12083,19,239,17,3,683,6.99,24.5,1.399,89.81,83.09,2025-08-06
12084,22,204,13,5,1307,22.52,20.59,1.279,57.37,36.18,2025-10-02
12085,250,277,19,5,2827,22.98,15.39,0.597,66.63,30.23,2025-07-08
12086,177,23,2,4,2160,30.91,26.66,1.629,54.1,87.28,2025-09-03
12087,297,375,26,3,340,23.04,15.96,0.958,85.31,86.02,2025-09-05
12088,152,344,23,4,913,30.41,19.27,1.432,54.01,95.36,2025-10-22
12089,54,244,17,3,16,29.32,20.01,0.603,39.58,33.11,2025-09-27
12090,295,74,5,1,1906,22.39,18.83,1.958,67.62,89.19,2025-07-06
12091,217,235,16,5,2046,31.62,14.09,0.665,62.49,53.7,2025-10-01
12092,214,52,4,4,2590,25.0,21.7,1.587,38.64,41.34,2025-10-10
12093,119,27,2,4,2825,32.74,29.72,1.735,30.61,41.33,2025-07-11
