YieldRecordID,FieldID,FarmID,RegionID,CropID,SeasonID,DateTimeID,AreaHectares,YieldTonnes,YieldPerHectare,MoisturePct,Grade,CreatedDate
9789,147,10,1,5,2,568,9.56,16.438,1.719,14.78,A,2025-07-24
9790,41,3,2,1,1,2564,7.76,1.59,0.205,19.74,B,2025-09-26
9791,54,4,4,6,2,484,6.42,6.333,0.986,11.28,B,2025-07-11
9792,200,13,5,3,2,1695,1.11,4.332,3.903,9.61,A,2025-07-28
9793,315,22,1,3,1,1013,10.69,9.536,0.892,7.8,C,2025-08-03
9794,250,17,3,7,1,2043,11.57,4.65,0.402,11.81,A,2025-09-03
9795,134,9,2,3,1,1617,7.77,1.998,0.257,7.01,A,2025-09-15
9796,165,11,2,5,2,1128,9.9,9.355,0.945,12.87,A,2025-09-20
9797,261,18,5,2,1,108,8.69,2.859,0.329,9.87,B,2025-09-24
9798,274,19,5,2,3,550,3.98,5.443,1.368,11.72,A,2025-10-04
9799,354,24,4,3,2,226,6.62,4.342,0.656,17.98,B,2025-09-06
9800,364,25,2,6,1,420,9.67,5.75,0.595,10.6,A,2025-08-25
9801,79,5,1,5,1,1902,0.9,8.424,9.36,11.9,B,2025-07-09
9802,392,27,1,2,3,717,4.86,3.074,0.633,10.49,C,2025-09-14
9803,239,17,3,2,2,725,6.14,2.624,0.427,10.86,B,2025-08-20
9804,337,23,4,2,3,1137,4.3,1.594,0.371,14.58,B,2025-10-14
9805,344,23,4,3,3,1644,10.61,4.282,0.404,8.88,A,2025-07-20
9806,245,17,3,2,1,2674,9.67,2.731,0.282,11.71,A,2025-07-01
9807,61,4,4,6,2,215,6.42,2.542,0.396,10.43,A,2025-10-25
9808,375,26,3,3,1,1280,9.13,2.331,0.255,6.63,B,2025-09-18
9809,21,2,4,7,3,1260,7.63,6.626,0.868,6.0,B,2025-10-09
9810,307,21,1,3,1,670,10.39,4.698,0.452,11.38,A,2025-08-09
9811,66,4,4,8,2,2427,3.21,5.158,1.607,9.83,A,2025-08-16
9812,423,29,1,6,2,1021,11.56,4.137,0.358,7.12,A,2025-07-02
9813,6,1,4,1,2,364,10.52,8.17,0.777,18.18,C,2025-08-10
9814,205,14,4,7,1,278,4.51,5.387,1.194,17.28,A,2025-08-27
9815,274,19,5,6,1,108,1.39,0.958,0.689,10.96,A,2025-09-27
9816,203,13,5,3,3,612,7.55,4.665,0.618,8.25,A,2025-08-30
9817,210,14,4,3,2,508,10.01,2.773,0.277,13.64,B,2025-10-06
9818,312,21,1,2,2,2877,11.32,9.936,0.878,9.17,A,2025-10-26
9819,158,10,1,5,2,988,5.21,5.391,1.035,14.79,B,2025-07-06
9820,134,9,2,5,3,1689,9.76,6.715,0.688,11.2,B,2025-10-09
9821,231,16,5,2,2,408,5.73,6.024,1.051,6.9,C,2025-10-02
9822,329,23,4,4,2,2028,1.76,3.906,2.219,10.31,B,2025-07-20
9823,400,28,2,7,3,2270,8.86,5.576,0.629,14.05,A,2025-08-24
9824,190,13,5,5,3,914,11.43,6.316,0.553,7.52,A,2025-07-06
9825,303,20,1,8,1,513,9.49,2.404,0.253,13.49,B,2025-07-04
9826,441,30,2,3,3,1274,5.55,11.157,2.01,11.26,B,2025-08-11
9827,402,28,2,7,2,769,9.8,8.633,0.881,6.8,A,2025-10-06
9828,52,4,4,1,2,721,1.37,10.262,7.491,12.93,A,2025-07-20
9829,432,30,2,2,2,2832,3.84,10.433,2.717,9.55,C,2025-07-24
9830,178,12,3,1,3,2646,11.17,1.133,0.101,14.27,A,2025-07-30
9831,181,12,3,4,1,306,3.47,3.493,1.007,16.16,C,2025-09-11
9832,51,4,4,8,2,537,3.44,4.1,1.192,10.65,B,2025-08-19
9833,275,19,5,3,3,1975,6.0,7.186,1.198,15.98,A,2025-07-24
9834,435,30,2,3,1,1889,2.64,6.293,2.384,13.77,A,2025-08-16
9835,166,11,2,7,1,1492,1.64,6.418,3.913,12.39,A,2025-07-21
9836,252,17,3,4,1,295,3.16,4.0,1.266,9.92,B,2025-09-15
9837,57,4,4,3,1,326,8.47,5.607,0.662,12.14,A,2025-10-21
9838,52,4,4,7,3,2183,9.02,0.991,0.11,12.05,B,2025-08-07
9839,168,11,2,4,3,1852,4.15,3.642,0.878,14.4,A,2025-10-01
9840,189,13,5,2,2,525,7.26,2.992,0.412,12.86,A,2025-08-19
9841,170,11,2,4,2,246,2.62,5.721,2.184,13.44,B,2025-09-22
9842,97,6,1,3,2,1909,4.95,2.92,0.59,10.12,A,2025-07-28
9843,167,11,2,8,3,1083,4.43,12.228,2.76,10.99,B,2025-08-12
9844,274,19,5,3,1,1982,11.32,2.685,0.237,8.31,A,2025-10-19
9845,407,28,2,8,3,774,7.08,6.107,0.863,8.34,A,2025-07-27
9846,430,30,2,7,2,786,11.42,9.065,0.794,12.9,B,2025-09-08
9847,313,21,1,5,2,2556,8.93,3.407,0.382,12.87,A,2025-08-01
9848,141,9,2,2,2,199,3.39,2.951,0.871,10.73,B,2025-08-12
9849,266,18,5,5,2,423,1.14,4.255,3.732,15.1,A,2025-09-14
9850,59,4,4,5,1,2435,8.15,2.838,0.348,15.27,A,2025-09-07
9851,158,10,1,8,3,429,0.88,1.893,2.151,13.15,B,2025-10-02
9852,438,30,2,5,2,58,6.6,4.06,0.615,6.0,C,2025-07-07
9853,126,9,2,6,1,2119,5.17,1.341,0.259,9.72,C,2025-09-20
9854,100,7,1,3,2,1273,10.62,7.467,0.703,13.15,A,2025-08-15
9855,385,26,3,2,3,1480,5.0,4.483,0.897,11.84,A,2025-10-07
9856,200,13,5,4,1,1791,10.85,6.756,0.623,11.96,A,2025-10-05
9857,308,21,1,2,3,1327,8.11,4.088,0.504,13.26,B,2025-09-22
9858,289,19,5,3,1,1751,9.48,6.688,0.705,9.35,A,2025-09-27
9859,74,5,1,6,2,1851,3.53,3.962,1.122,13.98,C,2025-07-13
9860,342,23,4,8,1,1471,8.41,8.845,1.052,18.66,A,2025-10-20
9861,359,25,2,4,2,1027,10.96,2.914,0.266,11.08,A,2025-07-15
9862,320,22,1,1,1,21,3.51,3.807,1.085,9.33,A,2025-10-23
9863,371,26,3,2,2,352,8.08,1.163,0.144,11.51,B,2025-10-10
9864,372,26,3,4,3,1993,7.33,4.441,0.606,7.0,A,2025-09-19
9865,220,15,4,2,3,167,4.24,2.775,0.654,14.37,A,2025-09-02
9866,177,12,3,7,2,1460,1.8,11.935,6.631,12.72,B,2025-10-18
9867,401,28,2,8,2,2274,7.7,14.676,1.906,12.38,C,2025-09-08
9868,153,10,1,3,2,2525,0.57,10.156,17.818,15.25,A,2025-08-16
9869,205,14,4,8,2,1509,10.07,3.677,0.365,15.94,B,2025-09-04
9870,111,8,4,8,2,1034,3.61,3.922,1.086,12.39,A,2025-09-09
9871,299,20,1,3,1,1724,7.36,2.585,0.351,8.63,B,2025-07-13
9872,199,13,5,1,1,638,0.68,3.492,5.135,7.67,B,2025-07-09
9873,316,22,1,3,2,1328,3.72,11.755,3.16,18.19,A,2025-09-09
9874,252,17,3,7,1,1470,7.39,2.096,0.284,12.02,C,2025-08-03
9875,424,29,1,8,2,1645,8.29,2.405,0.29,10.23,A,2025-08-31
9876,5,1,4,4,3,2135,7.81,4.278,0.548,11.76,A,2025-08-25
9877,99,7,1,7,1,210,9.71,4.101,0.422,6.0,B,2025-09-08
9878,433,30,2,4,3,1704,7.93,8.559,1.079,8.62,B,2025-09-13
9879,156,10,1,3,3,321,2.17,2.881,1.328,17.0,C,2025-09-29
9880,142,10,1,3,3,2432,0.55,3.248,5.905,11.88,A,2025-09-19
9881,370,26,3,1,1,1712,11.18,2.425,0.217,11.26,C,2025-08-16
9882,277,19,5,7,3,1750,3.21,5.882,1.832,16.9,B,2025-08-04
9883,82,6,1,5,1,1518,8.95,2.954,0.33,13.29,A,2025-10-26
9884,350,24,4,4,1,635,2.75,8.127,2.955,14.58,A,2025-08-03
9885,43,3,2,2,1,2154,7.34,8.592,1.171,10.64,A,2025-10-18
9886,16,2,4,4,2,2541,4.75,5.578,1.174,6.0,B,2025-08-17
9887,338,23,4,5,2,1889,6.62,3.768,0.569,12.06,B,2025-07-10
9888,277,19,5,1,3,977,2.48,10.911,4.4,19.99,B,2025-10-10
9889,312,21,1,6,2,1831,1.49,3.284,2.204,7.41,A,2025-10-24
9890,360,25,2,8,3,2446,11.72,2.568,0.219,10.25,A,2025-08-16
9891,2,1,4,1,1,798,4.95,3.408,0.688,19.75,A,2025-08-03
9892,333,23,4,2,1,1693,6.38,0.677,0.106,16.4,B,2025-09-13
9893,238,16,5,5,2,2051,5.49,7.303,1.33,8.74,A,2025-07-28
9894,139,9,2,6,2,1772,11.44,2.52,0.22,11.32,A,2025-07-21
9895,313,21,1,3,1,397,3.95,8.807,2.23,12.02,B,2025-07-06
9896,182,12,3,1,2,316,9.2,6.018,0.654,11.54,B,2025-08-22
9897,21,2,4,7,2,1599,8.34,11.141,1.336,12.45,B,2025-09-25
9898,436,30,2,8,3,2753,10.14,13.761,1.357,10.47,A,2025-10-18
9899,6,1,4,3,1,2110,4.38,13.134,2.999,17.41,A,2025-07-28
9900,422,29,1,2,3,53,11.29,5.654,0.501,6.92,B,2025-07-10
9901,342,23,4,3,3,130,8.68,3.173,0.366,9.12,A,2025-08-09
9902,12,1,4,8,2,1331,10.2,4.715,0.462,8.08,A,2025-07-01
9903,5,1,4,2,1,322,4.69,2.233,0.476,14.95,B,2025-07-12
9904,261,18,5,2,3,2715,3.82,5.282,1.383,7.89,B,2025-09-26
9905,243,17,3,3,2,2553,7.54,6.844,0.908,12.99,A,2025-07-24
9906,71,5,1,5,3,2635,9.13,3.133,0.343,13.17,B,2025-07-02
9907,429,29,1,4,3,515,11.54,11.828,1.025,16.78,A,2025-07-31
9908,75,5,1,6,1,67,11.81,0.99,0.084,16.41,B,2025-09-24
9909,363,25,2,7,1,502,9.48,3.088,0.326,11.07,B,2025-10-04
9910,13,1,4,8,3,192,6.64,4.286,0.645,11.2,B,2025-09-03
9911,351,24,4,7,2,290,7.88,4.464,0.566,10.95,A,2025-10-26
9912,164,11,2,4,1,331,4.25,12.127,2.853,11.24,A,2025-08-12
9913,72,5,1,3,2,136,0.95,7.193,7.572,12.98,C,2025-08-22
9914,279,19,5,8,1,962,4.9,3.849,0.786,16.36,B,2025-08-26
9915,441,30,2,7,3,1488,1.75,2.574,1.471,8.69,C,2025-09-16
9916,275,19,5,7,3,204,4.62,8.383,1.815,12.76,B,2025-09-20
9917,300,20,1,2,3,467,3.5,1.544,0.441,12.9,B,2025-10-22
9918,426,29,1,8,1,1226,0.9,7.009,7.788,11.62,B,2025-08-05
9919,7,1,4,3,3,2234,0.88,2.031,2.308,13.04,A,2025-08-11
9920,255,17,3,8,2,1076,3.97,1.794,0.452,13.3,A,2025-10-16
9921,35,3,2,4,1,1627,5.23,4.393,0.84,15.08,A,2025-07-28
9922,390,27,1,4,3,1052,8.61,8.061,0.936,8.35,C,2025-10-19
9923,439,30,2,4,2,845,7.78,11.342,1.458,6.0,C,2025-08-26
9924,332,23,4,6,1,543,2.1,6.687,3.184,15.29,A,2025-09-23
9925,326,22,1,6,3,2202,3.05,3.119,1.023,13.71,A,2025-07-07
9926,261,18,5,4,1,1127,2.88,6.524,2.265,14.47,C,2025-09-17
9927,249,17,3,4,1,2581,7.94,6.909,0.87,7.86,A,2025-08-28
9928,34,3,2,6,2,1747,6.54,7.557,1.156,12.15,B,2025-07-21
9929,56,4,4,7,1,1275,1.24,5.519,4.451,10.31,A,2025-09-25
9930,437,30,2,2,3,81,8.2,2.327,0.284,10.36,A,2025-08-07
9931,180,12,3,1,3,1408,9.6,6.478,0.675,16.97,C,2025-07-02
9932,291,20,1,2,2,2762,1.04,7.068,6.796,12.24,A,2025-08-17
9933,154,10,1,7,2,1861,9.32,2.792,0.3,8.75,A,2025-07-15
9934,302,20,1,2,3,2559,5.07,5.236,1.033,10.21,A,2025-08-17
9935,361,25,2,3,1,727,0.71,5.966,8.403,8.93,B,2025-10-02
9936,11,1,4,2,2,2602,10.66,8.047,0.755,11.24,A,2025-10-07
9937,222,15,4,5,3,2002,4.2,8.368,1.992,9.75,C,2025-07-25
9938,61,4,4,6,3,2025,4.59,6.42,1.399,8.59,A,2025-08-14
9939,14,1,4,1,1,1982,4.0,3.748,0.937,19.61,A,2025-10-22
9940,303,20,1,5,1,765,10.95,3.115,0.284,14.02,B,2025-07-31
9941,329,23,4,8,1,1775,1.98,9.867,4.983,10.48,A,2025-10-07
9942,274,19,5,6,3,178,5.08,5.186,1.021,8.24,A,2025-08-20
9943,133,9,2,7,1,1048,5.95,1.886,0.317,6.0,C,2025-07-25
9944,16,2,4,4,3,2045,4.45,4.775,1.073,9.91,A,2025-08-08
9945,285,19,5,1,2,2181,1.22,5.334,4.372,18.68,A,2025-09-20
9946,373,26,3,4,2,2753,11.45,1.885,0.165,13.81,B,2025-09-22
9947,341,23,4,6,2,34,6.95,11.086,1.595,13.78,B,2025-09-07
9948,95,6,1,4,3,609,8.0,4.856,0.607,13.05,A,2025-10-05
9949,347,24,4,3,2,1252,10.69,7.517,0.703,13.12,A,2025-10-16
9950,240,17,3,2,3,2257,11.97,2.584,0.216,9.95,A,2025-10-24
9951,339,23,4,7,1,846,8.26,10.487,1.27,10.86,B,2025-10-19
9952,326,22,1,4,1,2706,4.6,10.013,2.177,11.14,C,2025-09-03
9953,402,28,2,6,1,456,8.64,5.263,0.609,12.03,B,2025-07-24
9954,104,7,1,4,2,862,0.95,7.956,8.375,13.17,A,2025-08-31
9955,167,11,2,7,2,2012,5.29,2.138,0.404,11.22,A,2025-10-06
9956,265,18,5,7,3,771,9.56,4.181,0.437,14.6,C,2025-08-06
9957,18,2,4,7,2,1554,10.22,10.814,1.058,6.34,B,2025-10-13
9958,26,2,4,5,2,1041,4.09,11.283,2.759,10.59,B,2025-08-26
9959,197,13,5,2,3,2836,6.5,5.225,0.804,12.61,C,2025-10-05
9960,79,5,1,4,3,136,10.06,6.704,0.666,10.63,B,2025-09-05
9961,36,3,2,3,1,2720,4.02,10.912,2.714,6.0,A,2025-08-19
9962,428,29,1,3,3,1556,3.56,9.208,2.587,9.02,B,2025-09-12
9963,88,6,1,1,1,1823,2.85,5.966,2.093,11.24,B,2025-09-02
9964,42,3,2,1,1,1318,11.07,15.301,1.382,13.84,A,2025-09-25
9965,258,18,5,3,1,1399,9.19,8.856,0.964,15.19,A,2025-10-22
9966,378,26,3,1,2,2118,10.36,8.587,0.829,15.65,A,2025-09-25
9967,127,9,2,8,1,645,8.09,6.387,0.789,10.48,B,2025-08-19
9968,425,29,1,4,1,1960,3.85,2.26,0.587,12.2,A,2025-09-07
9969,82,6,1,3,3,603,6.64,6.347,0.956,11.99,A,2025-08-29
9970,264,18,5,5,1,1727,0.87,10.63,12.218,14.0,B,2025-07-13
9971,288,19,5,3,1,1308,5.28,3.493,0.662,10.51,B,2025-07-28
9972,374,26,3,5,1,836,1.25,5.059,4.047,12.0,A,2025-08-10
9973,58,4,4,1,2,2566,3.35,5.07,1.513,15.6,B,2025-08-18
9974,343,23,4,6,3,603,4.98,9.596,1.927,14.68,B,2025-08-01
9975,156,10,1,3,2,1098,3.62,4.658,1.287,9.82,B,2025-10-16
9976,422,29,1,6,2,2053,0.64,2.141,3.345,14.79,A,2025-07-29
9977,211,14,4,5,2,2483,4.06,3.417,0.842,11.18,B,2025-09-14
9978,264,18,5,6,1,1637,11.92,7.098,0.595,19.58,A,2025-08-12
9979,9,1,4,1,2,2644,2.64,2.207,0.836,15.33,A,2025-07-11
9980,402,28,2,3,1,910,0.68,4.866,7.156,7.65,B,2025-09-08
9981,221,15,4,4,3,814,7.28,1.96,0.269,15.68,B,2025-10-10
9982,12,1,4,8,3,604,8.94,5.465,0.611,12.48,C,2025-09-03
9983,281,19,5,5,1,1816,8.37,2.631,0.314,17.68,B,2025-10-09
9984,269,18,5,5,2,1031,5.09,1.59,0.312,9.52,B,2025-08-15
9985,402,28,2,8,3,1925,9.67,4.125,0.427,9.26,B,2025-07-27
9986,93,6,1,4,2,391,7.65,1.989,0.26,13.45,A,2025-10-19
9987,44,3,2,3,2,1736,0.74,3.324,4.492,11.18,B,2025-10-03
9988,252,17,3,3,3,1004,6.14,3.271,0.533,13.03,A,2025-10-05
9989,68,5,1,7,1,84,10.66,5.029,0.472,13.26,C,2025-09-13
9990,430,30,2,4,1,663,1.36,9.339,6.867,8.0,B,2025-09-25
9991,91,6,1,8,1,2375,5.81,3.519,0.606,6.0,C,2025-08-23
9992,215,15,4,6,2,1873,8.67,4.677,0.539,13.24,B,2025-07-09
9993,41,3,2,4,2,43,10.33,6.186,0.599,11.31,C,2025-09-10
9994,297,20,1,2,2,2578,9.73,1.812,0.186,12.15,B,2025-08-17
9995,289,19,5,1,2,2744,8.33,6.607,0.793,12.49,A,2025-07-11
9996,381,26,3,1,3,1414,9.12,5.798,0.636,8.5,C,2025-07-25
9997,61,4,4,7,3,104,11.92,6.775,0.568,13.07,B,2025-07-19
9998,44,3,2,5,2,794,3.29,2.623,0.797,13.62,A,2025-09-02
9999,247,17,3,7,1,2790,4.3,7.696,1.79,7.68,A,2025-08-01
10000,210,14,4,8,2,1201,4.76,4.06,0.853,15.0,B,2025-10-14
10001,323,22,1,2,3,1044,0.95,6.253,6.582,7.57,A,2025-09-25
10002,207,14,4,3,1,1637,3.27,13.35,4.083,11.26,B,2025-10-27
10003,307,21,1,5,1,156,4.47,9.047,2.024,11.96,B,2025-08-13
10004,209,14,4,3,1,1308,3.2,7.629,2.384,14.41,A,2025-10-12
10005,204,13,5,8,1,152,0.65,9.144,14.068,17.2,B,2025-09-30
10006,330,23,4,2,2,778,10.19,5.28,0.518,10.64,B,2025-08-31
10007,18,2,4,6,3,47,7.34,2.231,0.304,12.47,B,2025-08-21
10008,359,25,2,3,3,1972,2.25,2.197,0.976,10.35,B,2025-10-04
10009,276,19,5,6,1,1799,6.61,6.153,0.931,14.04,A,2025-08-21
10010,83,6,1,1,1,370,9.58,3.686,0.385,17.4,A,2025-07-14
10011,436,30,2,2,3,1053,10.29,5.426,0.527,8.93,A,2025-07-21
10012,206,14,4,4,1,1165,1.87,7.307,3.907,15.28,A,2025-10-05
10013,116,8,4,1,2,622,9.0,6.721,0.747,19.29,C,2025-09-04
10014,17,2,4,6,2,2543,5.09,7.821,1.537,10.89,B,2025-07-27
10015,139,9,2,4,3,118,0.64,6.764,10.569,11.09,A,2025-10-09
10016,302,20,1,5,2,1100,3.71,2.711,0.731,13.83,A,2025-08-12
10017,315,22,1,6,3,860,7.41,1.591,0.215,12.04,A,2025-07-03
10018,127,9,2,1,2,893,4.58,5.573,1.217,9.95,A,2025-09-10
10019,369,26,3,5,3,1928,11.12,1.185,0.107,15.86,C,2025-07-08
10020,41,3,2,5,2,1034,7.8,2.289,0.293,6.75,B,2025-09-18
10021,19,2,4,4,2,882,6.98,4.801,0.688,14.09,B,2025-09-22
10022,71,5,1,8,2,1819,10.91,7.857,0.72,9.81,B,2025-09-28
10023,45,3,2,2,1,1065,5.02,10.681,2.128,11.62,B,2025-10-18
10024,428,29,1,4,2,982,11.01,3.281,0.298,9.4,B,2025-10-12
10025,292,20,1,3,2,1148,9.59,4.671,0.487,12.7,B,2025-10-15
10026,432,30,2,8,1,255,10.44,5.37,0.514,15.05,A,2025-07-06
10027,39,3,2,2,1,770,9.42,6.841,0.726,17.71,C,2025-09-23
10028,196,13,5,1,2,92,5.18,5.069,0.979,9.94,A,2025-07-05
10029,150,10,1,5,3,1681,6.36,1.717,0.27,11.71,A,2025-10-17
10030,178,12,3,6,3,2136,11.71,4.459,0.381,10.21,B,2025-07-05
10031,140,9,2,5,2,485,6.83,5.621,0.823,11.38,B,2025-09-06
10032,269,18,5,6,2,2489,8.83,4.398,0.498,8.09,A,2025-08-08
10033,317,22,1,2,1,2743,4.5,3.833,0.852,6.0,B,2025-09-29
10034,285,19,5,4,3,255,8.69,5.443,0.626,13.92,C,2025-07-30
10035,50,4,4,1,2,1948,3.08,7.101,2.306,10.97,A,2025-09-26
10036,398,28,2,6,2,1375,10.69,10.188,0.953,8.24,A,2025-10-20
10037,248,17,3,3,3,2258,2.55,5.562,2.181,13.61,B,2025-10-09
10038,167,11,2,8,1,278,5.43,3.543,0.652,16.2,A,2025-08-06
10039,34,3,2,5,3,1224,5.15,1.245,0.242,12.49,A,2025-10-19
10040,189,13,5,4,3,1172,6.84,6.252,0.914,12.1,A,2025-08-27
10041,255,17,3,7,3,676,3.44,0.601,0.175,11.67,A,2025-09-13
10042,201,13,5,3,2,845,2.7,2.908,1.077,12.91,C,2025-09-06
10043,437,30,2,2,3,1773,9.48,2.166,0.228,14.05,B,2025-10-26
10044,17,2,4,4,3,910,3.73,3.249,0.871,7.54,A,2025-08-11
10045,91,6,1,6,1,663,10.63,3.692,0.347,13.26,A,2025-08-31
10046,320,22,1,5,1,2822,2.9,2.293,0.791,11.48,B,2025-08-01
10047,76,5,1,2,3,92,11.29,4.541,0.402,12.3,A,2025-07-23
10048,305,20,1,3,2,1665,1.44,3.015,2.094,13.71,A,2025-10-11
10049,279,19,5,5,2,2080,8.72,3.845,0.441,10.97,A,2025-10-12
10050,213,15,4,3,2,563,4.46,3.922,0.879,13.93,B,2025-08-19
10051,382,26,3,1,2,2853,11.83,4.917,0.416,11.16,B,2025-10-22
10052,29,2,4,2,3,2799,6.12,13.236,2.163,14.26,C,2025-08-18
10053,175,12,3,3,3,2602,3.58,10.889,3.042,8.28,B,2025-10-07
10054,11,1,4,5,2,236,10.06,9.015,0.896,12.22,A,2025-07-28
10055,403,28,2,3,2,2679,4.77,2.687,0.563,14.06,A,2025-07-08
10056,110,7,1,7,2,375,8.96,1.461,0.163,13.89,A,2025-10-22
10057,231,16,5,5,2,671,6.3,2.073,0.329,12.6,A,2025-10-14
10058,336,23,4,8,1,2800,5.22,9.806,1.879,9.3,A,2025-10-14
10059,218,15,4,3,2,1113,9.36,7.101,0.759,8.34,A,2025-07-18
10060,12,1,4,5,1,2340,2.68,2.512,0.937,9.87,B,2025-10-15
10061,312,21,1,3,3,490,5.09,8.984,1.765,8.78,A,2025-10-24
10062,116,8,4,7,2,2624,9.74,10.136,1.041,11.43,A,2025-07-24
10063,115,8,4,2,3,1315,5.31,6.075,1.144,8.88,B,2025-09-23
10064,13,1,4,7,1,170,1.96,10.224,5.216,13.78,B,2025-07-15
10065,167,11,2,1,1,2576,0.75,7.525,10.033,14.94,B,2025-07-03
10066,104,7,1,5,3,12,4.43,2.716,0.613,14.86,C,2025-08-16
10067,304,20,1,6,2,558,10.58,3.274,0.309,7.73,B,2025-08-02
10068,291,20,1,1,2,2412,10.08,4.757,0.472,10.85,A,2025-08-02
10069,110,7,1,6,3,2471,8.5,4.751,0.559,8.61,C,2025-09-21
10070,158,10,1,1,2,634,11.67,4.683,0.401,12.83,B,2025-08-03
10071,104,7,1,3,2,2317,10.95,4.761,0.435,9.7,A,2025-07-27
10072,136,9,2,5,1,1075,10.39,4.25,0.409,10.25,C,2025-07-10
10073,249,17,3,1,1,510,6.23,1.748,0.281,6.86,C,2025-08-21
10074,274,19,5,3,3,2727,9.65,4.241,0.439,10.71,A,2025-07-17
10075,187,12,3,1,3,1149,4.34,7.103,1.637,11.51,A,2025-07-12
10076,267,18,5,4,3,312,4.32,5.221,1.209,11.02,A,2025-07-07
10077,257,18,5,8,3,909,10.98,2.746,0.25,10.29,B,2025-10-27
10078,279,19,5,1,2,1436,9.05,11.904,1.315,8.11,C,2025-07-31
10079,58,4,4,1,2,1621,8.91,4.915,0.552,10.48,A,2025-07-24
10080,207,14,4,5,1,181,8.49,4.53,0.534,12.6,A,2025-08-26
10081,421,29,1,8,2,2607,7.57,5.485,0.725,12.24,A,2025-07-14
10082,386,26,3,1,1,1339,6.38,3.521,0.552,9.65,B,2025-08-15
10083,398,28,2,6,2,2171,2.55,2.864,1.123,13.05,A,2025-07-28
10084,143,10,1,8,3,1398,9.4,4.573,0.486,7.59,C,2025-08-04
10085,282,19,5,2,2,509,6.61,4.478,0.677,13.85,A,2025-09-07
10086,143,10,1,6,2,932,4.76,3.974,0.835,13.46,A,2025-09-26
10087,432,30,2,5,3,396,2.15,1.731,0.805,9.56,B,2025-08-10
10088,314,21,1,3,2,1355,2.82,2.12,0.752,13.09,A,2025-08-02
10089,271,18,5,7,2,2678,8.47,5.29,0.625,11.98,A,2025-09-17
10090,332,23,4,7,2,756,6.79,4.659,0.686,8.62,A,2025-07-25
10091,332,23,4,2,2,2510,2.06,3.664,1.779,10.2,B,2025-07-11
10092,255,17,3,4,3,2705,6.65,1.67,0.251,11.11,A,2025-10-14
10093,56,4,4,5,1,1335,2.61,4.208,1.612,6.41,B,2025-10-23
10094,176,12,3,5,2,1942,9.34,5.906,0.632,16.78,A,2025-07-09
10095,308,21,1,3,1,1632,8.18,5.903,0.722,7.23,B,2025-10-10
10096,377,26,3,6,1,1714,10.34,2.22,0.215,8.7,B,2025-08-16
10097,7,1,4,6,1,300,3.19,3.352,1.051,18.16,A,2025-10-23
10098,7,1,4,3,2,2844,7.61,5.315,0.698,14.44,A,2025-09-11
10099,286,19,5,7,3,2161,3.36,7.546,2.246,11.61,A,2025-10-17
10100,420,29,1,8,3,2053,8.86,1.949,0.22,7.77,A,2025-07-09
10101,297,20,1,3,2,1958,1.97,1.53,0.777,15.62,A,2025-08-12
10102,3,1,4,7,1,428,10.19,7.784,0.764,10.78,B,2025-07-20
10103,105,7,1,6,3,1892,9.26,3.942,0.426,13.62,A,2025-10-20
10104,138,9,2,2,1,939,6.57,7.669,1.167,16.77,A,2025-10-01
10105,178,12,3,4,1,1160,8.69,10.997,1.265,13.14,A,2025-07-20
10106,184,12,3,3,1,2298,4.2,1.139,0.271,10.37,B,2025-08-11
10107,20,2,4,7,2,1715,0.73,3.783,5.182,16.84,A,2025-10-06
10108,418,29,1,4,2,1843,0.59,4.03,6.831,8.89,A,2025-09-10
10109,344,23,4,5,2,961,5.69,5.404,0.95,8.56,A,2025-07-05
10110,138,9,2,2,3,2391,3.96,4.232,1.069,14.23,A,2025-09-23
10111,380,26,3,5,3,927,0.88,2.624,2.982,6.97,B,2025-07-03
10112,98,7,1,7,3,1069,5.49,5.095,0.928,11.19,C,2025-09-04
10113,417,29,1,2,2,934,8.09,7.454,0.921,6.48,C,2025-08-27
10114,211,14,4,2,2,2175,6.7,4.745,0.708,6.0,A,2025-08-30
10115,169,11,2,3,2,1843,11.45,3.942,0.344,13.96,C,2025-09-19
10116,216,15,4,2,1,987,1.96,6.523,3.328,11.36,A,2025-08-12
10117,298,20,1,2,3,2751,10.08,7.038,0.698,13.53,B,2025-10-10
10118,218,15,4,7,3,2501,3.12,4.789,1.535,14.98,A,2025-09-18
10119,329,23,4,5,3,2222,10.7,8.059,0.753,16.77,A,2025-09-15
10120,282,19,5,7,1,2012,9.26,6.051,0.653,6.0,C,2025-07-04
10121,131,9,2,4,3,874,10.42,10.985,1.054,10.14,B,2025-09-07
10122,333,23,4,1,1,1967,4.59,6.91,1.505,14.97,A,2025-09-02
10123,369,26,3,1,2,940,11.52,2.479,0.215,12.84,A,2025-08-24
10124,286,19,5,4,1,2429,11.4,5.249,0.46,11.77,A,2025-09-13
10125,399,28,2,3,1,347,10.99,5.284,0.481,11.6,B,2025-09-17
10126,207,14,4,7,1,2447,1.51,4.269,2.827,13.35,A,2025-08-31
10127,240,17,3,8,3,2081,2.29,2.732,1.193,10.37,A,2025-09-06
10128,266,18,5,8,2,2338,9.02,4.684,0.519,12.22,B,2025-10-08
10129,94,6,1,2,1,171,4.55,4.829,1.061,14.77,B,2025-07-08
10130,134,9,2,1,2,2488,11.98,5.733,0.479,9.0,A,2025-09-04
