OperationID,FieldID,FarmID,RegionID,CropID,DateTimeID,OperationTypeID,InputMaterialID,Quantity,UnitCost,TotalCost,Operator,CreatedDate
10723,65,4,4,3,2161,3,3,9.8,139.63,1368.37,Team-15,2025-10-11
10724,55,4,4,7,2479,4,7,25.48,131.74,3356.74,Team-16,2025-09-16
10725,250,17,3,8,1885,2,,7.74,10.99,85.06,Team-9,2025-08-10
10726,439,30,2,1,561,4,2,5.4,68.42,369.47,Team-14,2025-07-16
10727,111,8,4,1,453,5,4,7.86,145.65,1144.81,Team-2,2025-10-11
10728,266,18,5,3,2119,4,7,4.55,33.53,152.56,Team-19,2025-09-09
10729,46,3,2,5,366,3,2,10.87,148.32,1612.24,Team-13,2025-10-27
10730,417,29,1,8,1334,2,,14.07,22.45,315.87,Team-18,2025-07-13
10731,400,28,2,6,714,4,1,17.82,54.47,970.66,Team-19,2025-08-27
10732,414,28,2,3,1514,4,4,8.88,54.06,480.05,Team-13,2025-08-03
10733,156,10,1,6,204,2,,20.25,80.56,1631.34,Team-16,2025-10-14
10734,200,13,5,5,2100,2,,3.12,10.69,33.35,Team-10,2025-08-11
10735,244,17,3,5,759,2,,14.73,71.8,1057.61,Team-6,2025-08-25
10736,72,5,1,2,1824,4,5,13.02,44.08,573.92,Team-9,2025-08-25
10737,424,29,1,2,2313,4,2,8.52,15.93,135.72,Team-19,2025-08-30
10738,73,5,1,8,2124,4,6,9.72,45.86,445.76,Team-9,2025-09-28
10739,89,6,1,5,1651,4,1,29.25,143.11,4185.97,Team-7,2025-08-15
10740,176,12,3,2,2650,3,3,9.97,72.35,721.33,Team-8,2025-07-21
10741,314,21,1,7,678,1,,10.45,75.67,790.75,Team-16,2025-09-21
10742,72,5,1,2,2357,1,,8.68,109.09,946.9,Team-17,2025-10-24
10743,71,5,1,4,268,1,,7.63,129.81,990.45,Team-15,2025-10-11
10744,14,1,4,6,346,1,,5.22,135.31,706.32,Team-1,2025-08-23
10745,422,29,1,6,510,1,,22.61,119.2,2695.11,Team-2,2025-09-01
10746,238,16,5,2,2862,3,1,4.97,75.27,374.09,Team-6,2025-10-21
10747,244,17,3,3,2871,1,,10.54,89.15,939.64,Team-18,2025-08-11
10748,118,8,4,4,2657,4,5,7.63,30.52,232.87,Team-5,2025-10-27
10749,2,1,4,4,2266,4,5,4.79,131.7,630.84,Team-4,2025-08-07
10750,136,9,2,2,1047,1,,13.85,56.74,785.85,Team-4,2025-09-11
10751,111,8,4,4,51,1,,21.26,33.89,720.5,Team-4,2025-08-11
10752,197,13,5,2,801,1,,3.56,59.83,212.99,Team-2,2025-08-24
10753,104,7,1,7,2438,2,,9.53,64.98,619.26,Team-13,2025-07-31
10754,391,27,1,2,1470,2,,15.41,15.0,231.15,Team-5,2025-09-09
10755,410,28,2,6,1973,1,,7.6,78.9,599.64,Team-12,2025-10-07
10756,236,16,5,8,1673,5,2,4.39,94.24,413.71,Team-10,2025-09-29
10757,236,16,5,3,1087,1,,26.39,121.4,3203.75,Team-4,2025-09-19
10758,217,15,4,4,2168,4,2,2.78,72.44,201.38,Team-7,2025-08-17
10759,403,28,2,4,1989,3,4,21.87,36.64,801.32,Team-19,2025-09-17
10760,403,28,2,4,287,2,,11.56,56.21,649.79,Team-15,2025-10-22
10761,230,16,5,6,355,5,4,10.38,45.56,472.91,Team-6,2025-10-01
10762,430,30,2,7,1979,5,4,12.8,34.68,443.9,Team-13,2025-08-02
10763,49,4,4,8,619,4,3,14.72,81.07,1193.35,Team-3,2025-07-27
10764,195,13,5,3,623,2,,9.79,39.24,384.16,Team-2,2025-07-02
10765,226,15,4,7,2800,1,,19.97,134.19,2679.77,Team-18,2025-07-05
10766,275,19,5,1,51,4,2,11.45,66.92,766.23,Team-2,2025-07-26
10767,82,6,1,1,2675,4,6,9.78,26.45,258.68,Team-11,2025-08-24
10768,142,10,1,2,255,4,5,8.79,53.68,471.85,Team-4,2025-08-27
10769,402,28,2,7,2741,4,1,29.17,18.94,552.48,Team-6,2025-09-21
10770,325,22,1,6,2537,3,2,15.41,56.24,866.66,Team-1,2025-10-25
10771,347,24,4,4,1480,4,7,8.6,132.47,1139.24,Team-3,2025-09-24
10772,103,7,1,4,26,2,,10.29,32.38,333.19,Team-5,2025-07-31
10773,302,20,1,6,1651,1,,28.66,27.19,779.27,Team-5,2025-10-28
10774,43,3,2,8,1914,4,3,17.55,70.84,1243.24,Team-14,2025-07-29
10775,227,16,5,6,2126,2,,18.79,90.54,1701.25,Team-7,2025-08-10
10776,359,25,2,4,676,2,,6.95,138.82,964.8,Team-12,2025-08-08
10777,387,27,1,7,2019,4,5,8.44,72.21,609.45,Team-18,2025-08-25
10778,41,3,2,5,31,4,5,10.46,64.51,674.77,Team-3,2025-07-27
10779,371,26,3,8,283,1,,21.64,99.25,2147.77,Team-14,2025-09-25
10780,28,2,4,5,2692,2,,20.03,136.73,2738.7,Team-1,2025-10-24
10781,255,17,3,3,2332,5,6,8.29,111.47,924.09,Team-8,2025-10-05
10782,75,5,1,6,1826,3,2,13.56,54.39,737.53,Team-12,2025-07-10
10783,354,24,4,6,5,1,,7.94,75.44,598.99,Team-3,2025-10-18
10784,22,2,4,2,1886,2,,16.46,91.55,1506.91,Team-19,2025-10-26
10785,138,9,2,7,194,2,,34.81,50.34,1752.34,Team-1,2025-10-19
10786,23,2,4,1,664,5,5,24.15,84.33,2036.57,Team-5,2025-08-25
10787,380,26,3,1,2717,5,1,22.36,75.06,1678.34,Team-18,2025-10-23
10788,177,12,3,3,175,1,,10.11,131.83,1332.8,Team-16,2025-10-21
10789,3,1,4,7,1904,5,1,9.99,23.39,233.67,Team-19,2025-07-17
10790,428,29,1,5,266,5,7,18.42,42.05,774.56,Team-18,2025-10-06
10791,71,5,1,1,2036,5,4,4.12,43.62,179.71,Team-10,2025-10-24
10792,336,23,4,3,1985,5,1,10.39,129.53,1345.82,Team-14,2025-07-13
10793,405,28,2,3,1949,3,4,23.2,77.33,1794.06,Team-10,2025-07-22
10794,326,22,1,4,1116,4,4,3.96,86.78,343.65,Team-4,2025-08-07
10795,73,5,1,3,2856,1,,5.65,121.87,688.57,Team-12,2025-08-01
10796,435,30,2,8,2815,1,,2.77,131.6,364.53,Team-2,2025-08-01
10797,82,6,1,7,2529,2,,11.12,12.8,142.34,Team-9,2025-08-27
10798,408,28,2,6,1364,3,1,4.9,110.4,540.96,Team-6,2025-07-11
10799,258,18,5,7,2429,3,6,7.76,53.91,418.34,Team-9,2025-10-24
10800,416,29,1,2,15,4,4,2.7,27.02,72.95,Team-5,2025-07-27
10801,388,27,1,6,2032,2,,12.04,100.9,1214.84,Team-10,2025-07-02
10802,30,2,4,4,2150,4,5,16.8,123.77,2079.34,Team-8,2025-10-23
10803,398,28,2,7,404,4,5,2.58,94.1,242.78,Team-13,2025-10-09
10804,59,4,4,5,822,5,1,20.49,23.06,472.5,Team-20,2025-10-20
10805,330,23,4,5,806,1,,6.81,140.82,958.98,Team-13,2025-10-27
10806,102,7,1,4,684,4,3,11.11,32.58,361.96,Team-11,2025-09-21
10807,434,30,2,3,833,4,6,14.14,80.66,1140.53,Team-12,2025-10-21
10808,421,29,1,7,775,2,,12.62,133.97,1690.7,Team-18,2025-10-20
10809,398,28,2,6,1551,4,5,23.88,87.08,2079.47,Team-17,2025-10-07
10810,397,28,2,5,2308,2,,11.73,101.73,1193.29,Team-1,2025-08-13
10811,169,11,2,7,297,4,3,15.24,54.23,826.47,Team-1,2025-08-09
10812,118,8,4,4,2765,4,1,9.38,74.49,698.72,Team-2,2025-07-26
10813,235,16,5,3,330,4,2,11.56,76.22,881.1,Team-18,2025-08-22
10814,36,3,2,8,513,2,,9.18,71.41,655.54,Team-2,2025-09-15
10815,90,6,1,5,1762,4,5,17.19,112.34,1931.12,Team-4,2025-08-12
10816,353,24,4,2,1116,1,,19.19,26.06,500.09,Team-17,2025-10-13
10817,54,4,4,8,1820,4,4,10.97,25.98,285.0,Team-8,2025-10-14
10818,385,26,3,4,928,1,,25.88,17.65,456.78,Team-14,2025-10-07
10819,380,26,3,1,1293,3,5,11.57,51.9,600.48,Team-20,2025-10-26
10820,177,12,3,3,2310,1,,9.24,80.5,743.82,Team-9,2025-07-06
10821,237,16,5,1,737,5,1,5.81,28.55,165.88,Team-16,2025-08-05
10822,206,14,4,4,307,4,1,4.31,88.54,381.61,Team-15,2025-08-31
10823,166,11,2,4,1645,4,4,16.83,33.6,565.49,Team-14,2025-08-04
10824,11,1,4,2,1406,4,3,11.18,119.34,1334.22,Team-18,2025-09-21
10825,223,15,4,8,788,4,6,12.85,57.17,734.63,Team-2,2025-08-31
10826,359,25,2,2,670,4,6,19.1,95.63,1826.53,Team-18,2025-08-11
10827,380,26,3,8,1905,5,7,11.91,119.87,1427.65,Team-1,2025-10-08
10828,61,4,4,5,1989,3,7,10.92,100.71,1099.75,Team-10,2025-09-16
10829,48,4,4,1,887,4,2,7.24,96.51,698.73,Team-6,2025-08-03
10830,254,17,3,7,1860,4,3,4.9,135.58,664.34,Team-3,2025-08-27
10831,271,18,5,5,1170,4,6,9.63,38.9,374.61,Team-16,2025-08-24
10832,43,3,2,3,314,3,2,7.71,57.49,443.25,Team-1,2025-08-30
10833,384,26,3,1,1734,1,,2.6,108.98,283.35,Team-13,2025-07-05
10834,358,25,2,5,113,1,,24.0,76.77,1842.48,Team-2,2025-09-24
10835,322,22,1,1,1545,2,,4.35,90.12,392.02,Team-16,2025-07-29
10836,283,19,5,4,549,2,,7.91,19.65,155.43,Team-9,2025-10-15
10837,114,8,4,5,2576,1,,13.89,62.03,861.6,Team-11,2025-09-19
10838,363,25,2,4,2826,2,,9.3,133.47,1241.27,Team-3,2025-08-17
10839,405,28,2,4,1947,4,3,3.69,135.01,498.19,Team-9,2025-09-24
10840,170,11,2,3,708,2,,6.22,21.15,131.55,Team-16,2025-10-12
10841,284,19,5,4,287,3,1,11.09,43.8,485.74,Team-6,2025-07-07
10842,216,15,4,5,2368,5,3,16.05,141.29,2267.7,Team-19,2025-07-03
10843,344,23,4,4,2186,1,,13.91,32.73,455.27,Team-16,2025-10-27
10844,73,5,1,4,812,2,,6.91,49.31,340.73,Team-12,2025-08-09
10845,401,28,2,2,522,2,,26.6,51.2,1361.92,Team-11,2025-10-19
10846,336,23,4,5,1727,1,,10.28,25.76,264.81,Team-17,2025-07-22
10847,323,22,1,8,1332,2,,10.3,41.23,424.67,Team-19,2025-10-28
10848,381,26,3,2,2371,4,1,18.0,24.78,446.04,Team-12,2025-10-25
10849,14,1,4,5,929,1,,13.91,137.83,1917.22,Team-19,2025-07-31
10850,80,5,1,7,2661,1,,14.76,78.57,1159.69,Team-1,2025-10-26
10851,3,1,4,6,502,2,,3.08,31.35,96.56,Team-2,2025-10-28
10852,375,26,3,7,562,3,7,2.97,134.85,400.5,Team-2,2025-08-04
10853,191,13,5,3,2279,2,,8.24,129.23,1064.86,Team-9,2025-10-07
10854,269,18,5,7,2670,1,,24.84,104.92,2606.21,Team-19,2025-07-09
10855,224,15,4,8,1711,2,,3.82,86.37,329.93,Team-5,2025-10-06
10856,303,20,1,1,1785,2,,4.21,76.92,323.83,Team-11,2025-08-23
10857,132,9,2,5,1868,1,,26.63,20.1,535.26,Team-4,2025-10-22
10858,248,17,3,3,1122,4,2,9.93,20.88,207.34,Team-14,2025-08-26
10859,20,2,4,7,1462,5,6,10.54,53.74,566.42,Team-15,2025-10-12
10860,56,4,4,8,1055,2,,10.91,92.19,1005.79,Team-13,2025-08-08
10861,274,19,5,3,920,3,4,9.51,38.04,361.76,Team-11,2025-09-30
10862,150,10,1,2,2643,4,4,16.91,28.31,478.72,Team-20,2025-07-29
10863,323,22,1,4,900,1,,20.16,41.56,837.85,Team-16,2025-10-13
10864,312,21,1,1,82,2,,9.81,40.68,399.07,Team-18,2025-09-23
10865,265,18,5,5,595,5,4,7.99,81.0,647.19,Team-19,2025-07-13
10866,165,11,2,8,814,1,,8.5,134.07,1139.6,Team-19,2025-07-22
10867,133,9,2,6,39,1,,37.76,88.32,3334.96,Team-1,2025-09-02
10868,412,28,2,8,1928,5,5,24.82,47.97,1190.62,Team-9,2025-09-07
10869,394,27,1,3,1449,2,,6.15,33.68,207.13,Team-13,2025-10-27
10870,410,28,2,1,637,3,7,11.57,112.48,1301.39,Team-15,2025-07-19
10871,161,11,2,7,138,5,3,21.17,48.4,1024.63,Team-15,2025-08-13
10872,189,13,5,8,1798,5,5,11.06,30.28,334.9,Team-1,2025-10-04
10873,97,6,1,7,1750,4,7,2.58,76.24,196.7,Team-4,2025-10-16
10874,57,4,4,6,2282,2,,11.69,76.49,894.17,Team-20,2025-10-09
10875,363,25,2,1,2404,5,2,29.06,57.08,1658.74,Team-6,2025-09-21
10876,36,3,2,2,2588,2,,8.78,141.61,1243.34,Team-15,2025-10-07
10877,89,6,1,8,2360,2,,10.82,117.57,1272.11,Team-4,2025-08-21
10878,336,23,4,1,2876,3,2,8.64,90.66,783.3,Team-8,2025-10-09
10879,353,24,4,5,1712,3,3,12.83,68.67,881.04,Team-18,2025-09-02
10880,350,24,4,8,89,4,2,8.12,137.8,1118.94,Team-10,2025-09-03
10881,118,8,4,2,1760,5,5,7.53,41.65,313.62,Team-19,2025-07-12
10882,360,25,2,2,849,3,2,2.85,96.92,276.22,Team-11,2025-10-23
10883,194,13,5,7,2601,1,,3.06,46.93,143.61,Team-1,2025-09-11
10884,348,24,4,1,1299,5,5,2.05,91.58,187.74,Team-16,2025-08-20
10885,358,25,2,2,2840,2,,15.98,48.63,777.11,Team-14,2025-07-01
10886,320,22,1,4,2535,3,3,8.97,56.88,510.21,Team-10,2025-07-30
10887,95,6,1,8,1857,3,4,9.02,97.32,877.83,Team-10,2025-08-02
10888,406,28,2,5,445,5,3,15.93,142.15,2264.45,Team-6,2025-10-11
10889,247,17,3,5,2171,5,5,18.79,116.44,2187.91,Team-7,2025-07-25
10890,18,2,4,2,1320,4,4,14.56,86.12,1253.91,Team-20,2025-08-12
10891,102,7,1,6,1609,5,1,6.05,148.03,895.58,Team-5,2025-10-07
10892,189,13,5,1,38,5,6,12.24,116.06,1420.57,Team-18,2025-07-06
10893,302,20,1,7,94,1,,4.88,110.19,537.73,Team-17,2025-07-27
10894,395,27,1,5,382,1,,29.18,125.97,3675.8,Team-13,2025-10-02
10895,279,19,5,7,118,3,6,2.74,58.82,161.17,Team-20,2025-10-25
10896,242,17,3,2,1163,4,4,12.16,48.75,592.8,Team-16,2025-09-08
10897,181,12,3,2,693,3,2,28.79,65.52,1886.32,Team-15,2025-10-21
10898,266,18,5,7,1860,1,,20.9,78.95,1650.05,Team-13,2025-10-20
10899,152,10,1,4,2401,4,7,8.6,45.56,391.82,Team-2,2025-09-08
10900,279,19,5,1,1949,3,4,3.22,14.61,47.04,Team-9,2025-07-18
10901,57,4,4,5,112,3,5,9.17,106.81,979.45,Team-9,2025-08-10
10902,113,8,4,1,1503,5,5,12.79,127.79,1634.43,Team-14,2025-10-13
10903,169,11,2,2,1403,2,,9.96,121.78,1212.93,Team-9,2025-09-20
10904,320,22,1,2,2415,5,4,13.19,54.85,723.47,Team-9,2025-07-16
10905,271,18,5,6,2088,4,5,8.49,105.3,894.0,Team-9,2025-10-20
10906,169,11,2,6,2492,2,,3.05,19.77,60.3,Team-5,2025-08-15
10907,143,10,1,4,2085,5,2,10.32,25.3,261.1,Team-16,2025-10-12
10908,144,10,1,1,2595,1,,5.82,24.82,144.45,Team-19,2025-08-28
10909,352,24,4,5,1658,3,6,11.64,137.87,1604.81,Team-17,2025-09-07
10910,239,17,3,8,52,3,1,9.76,76.88,750.35,Team-19,2025-08-13
10911,107,7,1,6,1760,4,4,11.52,52.48,604.57,Team-4,2025-09-19
10912,282,19,5,7,999,2,,6.55,117.11,767.07,Team-13,2025-07-30
10913,174,12,3,5,68,1,,1.56,117.36,183.08,Team-10,2025-09-24
10914,20,2,4,5,2312,2,,6.5,146.03,949.2,Team-18,2025-07-20
10915,217,15,4,6,337,3,4,11.54,112.99,1303.9,Team-19,2025-08-05
10916,137,9,2,2,1165,5,4,12.6,111.5,1404.9,Team-5,2025-09-22
10917,245,17,3,4,1777,5,7,9.86,90.41,891.44,Team-4,2025-08-04
10918,403,28,2,7,1090,4,3,4.38,85.01,372.34,Team-2,2025-09-25
10919,175,12,3,3,2633,4,2,14.88,135.78,2020.41,Team-13,2025-10-08
10920,361,25,2,3,544,1,,6.15,109.3,672.2,Team-18,2025-08-03
10921,300,20,1,2,2704,1,,15.82,117.16,1853.47,Team-14,2025-08-31
10922,101,7,1,6,2700,4,4,14.82,129.76,1923.04,Team-19,2025-07-10
10923,103,7,1,7,498,1,,6.14,133.63,820.49,Team-20,2025-07-01
10924,189,13,5,6,2235,4,3,21.49,11.56,248.42,Team-6,2025-09-18
10925,28,2,4,6,539,2,,14.17,86.05,1219.33,Team-12,2025-09-26
10926,129,9,2,8,1509,2,,15.79,123.55,1950.85,Team-13,2025-08-22
10927,48,4,4,8,1471,2,,6.39,80.3,513.12,Team-12,2025-08-21
10928,116,8,4,4,1724,1,,12.37,120.1,1485.64,Team-1,2025-08-12
10929,203,13,5,6,2620,4,4,13.01,16.52,214.93,Team-9,2025-08-04
10930,98,7,1,5,1559,1,,5.13,141.41,725.43,Team-13,2025-07-14
10931,358,25,2,1,1286,5,3,21.17,104.0,2201.68,Team-9,2025-08-04
10932,71,5,1,6,672,5,1,3.82,127.17,485.79,Team-8,2025-07-27
10933,160,11,2,3,340,4,4,11.97,60.04,718.68,Team-3,2025-07-01
10934,26,2,4,6,632,2,,7.49,39.26,294.06,Team-9,2025-10-10
10935,235,16,5,3,540,5,4,17.49,23.23,406.29,Team-8,2025-08-15
10936,378,26,3,1,2750,1,,12.37,77.51,958.8,Team-5,2025-09-18
10937,28,2,4,1,41,4,3,8.35,123.64,1032.39,Team-14,2025-10-02
10938,364,25,2,1,1840,4,2,4.43,107.11,474.5,Team-12,2025-08-01
10939,168,11,2,6,2875,2,,27.56,113.87,3138.26,Team-1,2025-08-05
10940,131,9,2,1,483,3,4,30.19,91.31,2756.65,Team-9,2025-07-14
10941,312,21,1,8,1159,4,7,19.27,112.08,2159.78,Team-8,2025-10-06
10942,198,13,5,5,1179,3,3,6.46,137.23,886.51,Team-9,2025-07-18
10943,261,18,5,1,1731,4,5,16.49,44.53,734.3,Team-5,2025-07-29
10944,129,9,2,3,2101,1,,7.23,15.12,109.32,Team-16,2025-08-28
10945,246,17,3,5,1542,5,3,9.18,49.91,458.17,Team-7,2025-09-28
10946,415,28,2,3,1206,1,,4.51,72.05,324.95,Team-17,2025-09-05
10947,403,28,2,5,796,5,6,23.07,120.96,2790.55,Team-12,2025-10-28
10948,168,11,2,3,1807,2,,11.24,75.25,845.81,Team-17,2025-08-05
10949,412,28,2,3,1644,4,4,4.62,51.25,236.78,Team-7,2025-10-06
10950,379,26,3,6,2384,5,1,8.19,148.9,1219.49,Team-19,2025-07-24
10951,366,25,2,7,387,3,3,26.68,48.67,1298.52,Team-5,2025-07-03
10952,397,28,2,3,1783,5,5,12.66,96.19,1217.77,Team-12,2025-10-27
10953,197,13,5,2,1496,1,,12.88,60.97,785.29,Team-3,2025-08-11
10954,220,15,4,4,1157,5,4,8.26,112.66,930.57,Team-4,2025-08-26
10955,325,22,1,3,2333,2,,5.6,112.92,632.35,Team-17,2025-07-19
10956,237,16,5,4,1461,3,4,7.45,68.52,510.47,Team-5,2025-09-29
10957,283,19,5,2,1293,2,,5.02,115.48,579.71,Team-3,2025-08-29
10958,74,5,1,4,2227,3,6,4.09,87.4,357.47,Team-20,2025-07-31
10959,145,10,1,1,2795,2,,6.79,53.15,360.89,Team-1,2025-07-29
10960,280,19,5,7,101,4,3,14.61,85.63,1251.05,Team-16,2025-08-06
10961,435,30,2,5,1882,3,2,8.2,108.05,886.01,Team-12,2025-09-11
10962,295,20,1,5,1628,3,4,4.66,74.67,347.96,Team-9,2025-10-19
10963,130,9,2,4,2340,4,5,4.41,126.63,558.44,Team-17,2025-07-22
10964,435,30,2,7,1337,3,2,7.9,22.28,176.01,Team-1,2025-10-03
10965,149,10,1,6,1045,2,,8.55,133.03,1137.41,Team-5,2025-07-14
10966,386,26,3,1,1895,5,6,22.41,24.72,553.98,Team-4,2025-07-01
10967,305,20,1,1,2655,4,7,12.21,80.8,986.57,Team-9,2025-08-24
10968,290,19,5,1,1948,2,,17.19,26.68,458.63,Team-9,2025-09-14
10969,390,27,1,5,2825,4,6,13.04,105.87,1380.54,Team-3,2025-07-31
10970,315,22,1,3,2675,4,3,9.35,34.81,325.47,Team-10,2025-09-17
10971,45,3,2,2,1835,1,,16.97,50.0,848.5,Team-11,2025-09-10
10972,403,28,2,1,2207,2,,14.04,147.71,2073.85,Team-2,2025-09-12
10973,385,26,3,3,1423,3,7,9.81,122.04,1197.21,Team-15,2025-09-04
10974,39,3,2,2,1996,4,2,9.35,138.4,1294.04,Team-12,2025-07-31
10975,397,28,2,4,1211,4,2,16.16,103.33,1669.81,Team-5,2025-07-03
10976,165,11,2,3,1785,3,2,27.67,103.77,2871.32,Team-1,2025-09-17
10977,419,29,1,1,2812,2,,32.66,36.33,1186.54,Team-6,2025-10-25
10978,77,5,1,7,1981,3,5,9.06,131.79,1194.02,Team-11,2025-07-09
10979,275,19,5,6,222,1,,4.83,36.44,176.01,Team-15,2025-09-29
10980,395,27,1,8,1201,1,,11.82,55.39,654.71,Team-3,2025-09-10
10981,139,9,2,2,1200,4,3,16.73,127.52,2133.41,Team-10,2025-09-16
10982,88,6,1,1,858,2,,3.62,141.13,510.89,Team-8,2025-09-01
10983,77,5,1,3,1433,1,,5.07,66.69,338.12,Team-13,2025-10-17
10984,366,25,2,1,1550,2,,15.15,41.78,632.97,Team-1,2025-10-02
10985,55,4,4,7,2071,1,,3.56,87.19,310.4,Team-11,2025-07-12
10986,217,15,4,1,261,5,1,18.13,29.21,529.58,Team-7,2025-07-16
10987,272,19,5,7,365,2,,15.67,39.4,617.4,Team-17,2025-07-21
10988,174,12,3,8,197,3,3,20.27,105.7,2142.54,Team-8,2025-07-11
10989,288,19,5,5,1952,1,,10.26,100.03,1026.31,Team-9,2025-10-26
10990,202,13,5,5,1234,1,,22.87,92.69,2119.82,Team-2,2025-09-21
10991,264,18,5,8,848,5,7,28.07,148.03,4155.2,Team-19,2025-08-27
10992,334,23,4,6,2197,2,,4.85,97.28,471.81,Team-12,2025-08-31
10993,190,13,5,3,87,3,5,11.4,58.41,665.87,Team-10,2025-07-20
10994,104,7,1,2,1104,5,1,4.99,34.06,169.96,Team-4,2025-09-02
10995,281,19,5,1,1716,3,6,3.82,108.66,415.08,Team-18,2025-10-14
10996,163,11,2,1,1787,4,7,11.0,89.5,984.5,Team-15,2025-10-20
10997,167,11,2,2,1326,3,7,10.75,124.99,1343.64,Team-13,2025-08-31
10998,135,9,2,6,2059,4,3,12.58,71.2,895.7,Team-12,2025-07-21
10999,346,23,4,5,506,3,4,6.52,133.64,871.33,Team-15,2025-08-29
11000,346,23,4,1,2786,4,5,10.25,128.98,1322.04,Team-17,2025-09-02
11001,184,12,3,6,2400,4,3,31.3,42.95,1344.34,Team-1,2025-09-06
11002,203,13,5,7,2480,5,3,11.53,147.07,1695.72,Team-11,2025-09-15
11003,15,1,4,4,312,4,1,3.52,131.33,462.28,Team-9,2025-07-29
11004,103,7,1,6,2473,3,3,3.84,45.75,175.68,Team-18,2025-10-26
11005,298,20,1,4,785,5,6,12.74,75.39,960.47,Team-17,2025-09-07
11006,252,17,3,6,650,1,,5.3,148.99,789.65,Team-19,2025-09-12
11007,224,15,4,8,1253,3,6,10.46,30.13,315.16,Team-11,2025-10-09
11008,46,3,2,5,2756,1,,11.44,17.15,196.2,Team-17,2025-07-27
11009,81,6,1,2,2734,1,,7.97,143.17,1141.06,Team-3,2025-09-27
11010,382,26,3,4,23,3,2,6.72,144.11,968.42,Team-8,2025-09-12
11011,340,23,4,5,1684,5,1,16.03,136.38,2186.17,Team-11,2025-09-18
11012,230,16,5,5,2176,4,2,22.98,64.75,1487.96,Team-1,2025-10-06
11013,321,22,1,5,757,4,6,16.75,26.17,438.35,Team-9,2025-10-28
11014,168,11,2,7,2149,1,,5.98,28.69,171.57,Team-11,2025-08-29
11015,318,22,1,5,1640,5,7,4.73,24.0,113.52,Team-16,2025-07-20
11016,31,3,2,4,894,4,6,3.55,137.72,488.91,Team-1,2025-08-02
11017,134,9,2,3,334,1,,11.63,107.1,1245.57,Team-13,2025-08-07
11018,336,23,4,8,800,2,,12.55,132.34,1660.87,Team-6,2025-09-11
11019,10,1,4,5,4,2,,7.76,110.39,856.63,Team-5,2025-09-03
11020,365,25,2,1,5,3,4,1.94,66.63,129.26,Team-6,2025-10-23
11021,2,1,4,6,602,5,6,14.72,129.31,1903.44,Team-5,2025-08-07
11022,193,13,5,7,1069,2,,13.9,52.14,724.75,Team-3,2025-10-28
11023,141,9,2,4,2865,2,,15.72,67.51,1061.26,Team-6,2025-08-16
11024,379,26,3,5,1204,3,5,18.35,83.49,1532.04,Team-16,2025-09-11
11025,277,19,5,3,2608,2,,7.29,65.17,475.09,Team-6,2025-07-25
11026,281,19,5,5,1754,4,2,10.81,67.79,732.81,Team-2,2025-09-09
11027,44,3,2,1,2658,4,4,6.05,131.56,795.94,Team-6,2025-08-24
11028,27,2,4,2,827,4,3,2.13,90.47,192.7,Team-3,2025-10-20
11029,209,14,4,2,438,4,7,11.7,141.46,1655.08,Team-6,2025-09-15
11030,375,26,3,1,1015,4,6,3.98,147.84,588.4,Team-20,2025-09-13
11031,339,23,4,2,1595,5,2,11.88,106.11,1260.59,Team-3,2025-07-25
11032,387,27,1,3,1142,5,4,7.15,120.41,860.93,Team-9,2025-07-10
11033,119,8,4,2,2205,5,1,18.63,39.4,734.02,Team-20,2025-09-03
11034,378,26,3,8,1745,4,2,14.24,99.44,1416.03,Team-18,2025-10-03
11035,154,10,1,3,1109,1,,3.61,21.7,78.34,Team-5,2025-07-29
11036,131,9,2,2,1211,1,,10.73,75.17,806.57,Team-5,2025-10-22
11037,343,23,4,8,1493,2,,16.35,15.92,260.29,Team-6,2025-09-02
11038,337,23,4,5,2320,3,7,11.65,137.93,1606.88,Team-16,2025-07-07
11039,413,28,2,3,167,2,,2.26,43.04,97.27,Team-3,2025-08-27
11040,44,3,2,6,357,3,7,7.37,122.0,899.14,Team-18,2025-08-29
11041,56,4,4,3,2386,2,,11.09,79.86,885.65,Team-5,2025-09-17
11042,301,20,1,7,267,4,2,16.78,54.74,918.54,Team-9,2025-07-01
11043,342,23,4,2,1267,5,5,4.6,118.16,543.54,Team-6,2025-10-24
11044,338,23,4,2,1410,3,5,12.24,116.47,1425.59,Team-2,2025-10-26
11045,401,28,2,6,2588,5,5,15.26,19.22,293.3,Team-9,2025-07-18
11046,160,11,2,1,905,4,6,19.18,115.31,2211.65,Team-16,2025-09-06
11047,173,12,3,4,1183,2,,23.49,122.85,2885.75,Team-9,2025-08-02
11048,23,2,4,4,1812,2,,18.15,52.89,959.95,Team-4,2025-08-08
11049,249,17,3,8,1896,4,3,7.3,149.37,1090.4,Team-19,2025-09-26
11050,232,16,5,3,173,2,,12.3,13.33,163.96,Team-10,2025-08-27
11051,406,28,2,8,2198,5,7,22.22,96.68,2148.23,Team-9,2025-08-10
11052,61,4,4,6,539,3,3,11.76,105.12,1236.21,Team-10,2025-10-05
11053,435,30,2,6,22,5,5,10.33,93.7,967.92,Team-7,2025-08-21
11054,358,25,2,4,132,3,2,6.67,10.37,69.17,Team-7,2025-08-26
11055,137,9,2,8,1447,3,1,16.47,137.32,2261.66,Team-18,2025-07-01
11056,245,17,3,7,724,1,,9.78,20.96,204.99,Team-10,2025-09-09
