IrrigationEventID,FieldID,FarmID,RegionID,IrrigationMethodID,DateTimeID,VolumeM3,DurationMinutes,EnergyKWh,SourceType,CreatedDate
13914,315,22,1,2,121,77.4,193,11.61,Borewell,2025-07-22
13915,178,12,3,2,2621,93.45,138,19.96,Borewell,2025-08-27
13916,113,8,4,3,1172,140.34,169,10.66,Canal,2025-09-29
13917,98,7,1,3,562,87.22,197,4.8,Borewell,2025-09-05
13918,184,12,3,2,2414,40.69,16,10.13,Borewell,2025-08-06
13919,355,25,2,4,2311,69.57,66,21.69,Borewell,2025-09-11
13920,94,6,1,1,213,84.96,108,1.22,Canal,2025-08-23
13921,303,20,1,1,1819,55.51,153,12.16,Reservoir,2025-10-20
13922,306,21,1,3,295,118.87,166,3.99,Canal,2025-08-09
13923,265,18,5,1,466,23.88,48,9.82,Borewell,2025-09-05
13924,86,6,1,3,2272,45.96,49,41.75,Canal,2025-09-06
13925,276,19,5,1,2515,27.31,201,29.2,Borewell,2025-07-04
13926,140,9,2,2,1529,89.58,108,5.43,Borewell,2025-07-27
13927,151,10,1,1,2148,70.95,185,4.05,Canal,2025-10-27
13928,231,16,5,2,1599,44.07,100,15.21,Reservoir,2025-10-15
13929,398,28,2,3,312,66.92,45,12.1,Borewell,2025-07-23
13930,248,17,3,2,2085,49.13,53,37.91,Borewell,2025-09-05
13931,75,5,1,1,138,72.37,72,3.69,Borewell,2025-10-17
13932,443,30,2,2,2575,77.44,39,26.31,Reservoir,2025-10-25
13933,20,2,4,2,1865,180.85,89,3.42,Canal,2025-07-23
13934,390,27,1,4,2357,98.09,206,9.08,Canal,2025-10-06
13935,186,12,3,4,725,57.22,233,34.95,Canal,2025-09-17
13936,50,4,4,1,2487,77.42,139,3.32,Reservoir,2025-10-19
13937,58,4,4,1,2530,73.46,90,22.85,Canal,2025-08-07
13938,296,20,1,1,1651,94.04,47,13.64,Canal,2025-08-20
13939,202,13,5,1,2191,78.99,126,6.1,Borewell,2025-08-28
13940,427,29,1,1,2375,86.66,151,23.72,Borewell,2025-07-24
13941,85,6,1,2,1724,46.08,19,15.19,Borewell,2025-09-16
13942,197,13,5,1,438,90.48,159,11.76,Reservoir,2025-09-15
13943,405,28,2,4,1198,87.24,112,21.75,Borewell,2025-07-15
13944,20,2,4,2,1136,51.08,166,11.92,Borewell,2025-07-03
13945,32,3,2,3,2527,32.67,207,22.01,Canal,2025-07-08
13946,357,25,2,3,1608,68.17,71,7.6,Borewell,2025-07-22
13947,372,26,3,4,2140,39.7,34,9.25,Canal,2025-09-28
13948,327,22,1,2,2000,82.1,202,9.77,Borewell,2025-10-08
13949,247,17,3,1,2590,108.04,61,3.02,Borewell,2025-10-28
13950,410,28,2,4,1992,77.51,134,8.37,Canal,2025-09-07
13951,233,16,5,2,257,41.58,98,45.13,Borewell,2025-09-02
13952,170,11,2,1,1734,36.25,123,17.09,Canal,2025-10-09
13953,5,1,4,2,183,26.08,32,10.13,Canal,2025-10-22
13954,299,20,1,4,609,58.48,56,9.74,Borewell,2025-10-26
13955,297,20,1,3,2814,111.52,213,13.22,Borewell,2025-09-03
13956,247,17,3,1,2395,88.74,38,4.73,Borewell,2025-09-15
13957,275,19,5,2,680,67.09,46,6.87,Borewell,2025-10-08
13958,406,28,2,2,2421,71.52,88,35.56,Borewell,2025-07-01
13959,55,4,4,1,1203,89.84,68,2.91,Borewell,2025-10-28
13960,424,29,1,4,1507,75.44,47,8.09,Canal,2025-08-05
13961,242,17,3,2,607,42.03,212,5.33,Canal,2025-07-07
13962,158,10,1,3,1118,60.69,147,44.88,Canal,2025-10-06
13963,31,3,2,3,194,29.48,48,13.38,Borewell,2025-07-29
13964,443,30,2,1,794,74.73,234,9.53,Borewell,2025-09-23
13965,345,23,4,4,1764,60.56,27,18.42,Borewell,2025-07-09
13966,68,5,1,1,1885,55.24,191,20.34,Canal,2025-09-16
13967,196,13,5,2,487,19.95,115,16.9,Canal,2025-08-01
13968,421,29,1,2,139,97.78,106,31.06,Canal,2025-08-18
13969,429,29,1,2,1836,137.52,215,6.22,Borewell,2025-07-28
13970,74,5,1,2,2388,62.06,186,36.01,Borewell,2025-08-14
13971,219,15,4,3,1305,157.01,141,6.17,Borewell,2025-10-16
13972,23,2,4,2,992,77.72,214,40.21,Borewell,2025-09-26
13973,61,4,4,3,141,26.13,39,9.53,Borewell,2025-10-14
13974,263,18,5,4,2683,168.67,30,13.53,Borewell,2025-09-12
13975,356,25,2,3,1543,82.69,23,7.86,Canal,2025-08-28
13976,400,28,2,2,439,63.72,126,6.52,Canal,2025-07-28
13977,343,23,4,3,252,104.38,174,11.74,Borewell,2025-08-16
13978,68,5,1,1,361,69.09,211,19.45,Canal,2025-09-03
13979,328,23,4,2,2654,56.81,92,2.41,Borewell,2025-07-23
13980,291,20,1,3,769,103.32,110,3.42,Borewell,2025-07-20
13981,307,21,1,3,2731,51.69,222,17.88,Canal,2025-09-02
13982,308,21,1,2,116,227.11,145,11.22,Borewell,2025-08-06
13983,105,7,1,1,1146,93.66,93,4.92,Canal,2025-09-03
13984,258,18,5,4,55,54.52,99,15.45,Canal,2025-10-07
13985,21,2,4,3,628,82.18,191,8.69,Borewell,2025-08-07
13986,166,11,2,1,1645,137.58,152,45.42,Borewell,2025-08-06
13987,348,24,4,1,525,58.01,205,28.75,Borewell,2025-08-23
13988,349,24,4,1,762,83.48,168,6.8,Canal,2025-08-24
13989,127,9,2,2,2842,97.94,218,7.18,Reservoir,2025-08-16
13990,349,24,4,1,1590,81.31,216,6.0,Canal,2025-09-14
13991,369,26,3,4,2177,98.04,130,3.57,Canal,2025-07-04
13992,353,24,4,1,358,105.56,49,18.99,Borewell,2025-08-05
13993,178,12,3,2,1037,149.01,167,9.96,Canal,2025-10-04
13994,262,18,5,2,64,50.49,46,7.63,Borewell,2025-07-18
13995,311,21,1,4,2215,136.83,146,7.5,Borewell,2025-08-31
13996,415,28,2,3,1454,180.62,225,9.89,Canal,2025-10-15
13997,208,14,4,1,2074,101.7,190,16.33,Borewell,2025-10-16
13998,103,7,1,2,907,106.15,25,22.16,Canal,2025-10-15
13999,97,6,1,2,2502,137.37,120,8.35,Canal,2025-10-15
14000,164,11,2,4,2609,149.42,187,6.92,Borewell,2025-09-20
14001,277,19,5,1,668,132.29,133,12.3,Borewell,2025-07-06
14002,162,11,2,2,1799,247.51,158,1.49,Reservoir,2025-07-04
14003,267,18,5,1,1818,45.76,217,22.11,Canal,2025-10-25
14004,101,7,1,4,212,34.85,116,10.4,Borewell,2025-10-14
14005,391,27,1,1,2421,116.77,174,11.36,Canal,2025-08-13
14006,115,8,4,1,1103,38.8,44,11.06,Borewell,2025-07-17
14007,332,23,4,2,1496,91.92,195,7.21,Borewell,2025-07-13
14008,90,6,1,1,2712,70.85,169,18.97,Borewell,2025-08-08
14009,83,6,1,2,1950,53.54,113,1.45,Canal,2025-10-26
14010,320,22,1,4,356,94.69,140,13.03,Borewell,2025-08-29
14011,394,27,1,4,1050,131.47,17,27.89,Borewell,2025-08-16
14012,64,4,4,4,12,74.45,126,8.84,Borewell,2025-07-18
14013,333,23,4,2,2508,141.94,125,11.55,Borewell,2025-10-14
14014,190,13,5,1,583,110.42,46,9.81,Borewell,2025-08-08
14015,182,12,3,4,1174,37.51,55,20.82,Canal,2025-08-16
14016,288,19,5,3,529,74.51,28,9.76,Borewell,2025-07-04
14017,310,21,1,3,1497,38.3,35,9.49,Borewell,2025-10-12
14018,326,22,1,3,289,72.03,78,12.37,Borewell,2025-09-05
14019,249,17,3,3,2166,86.14,47,31.89,Canal,2025-08-21
14020,138,9,2,2,799,204.41,136,7.72,Borewell,2025-10-24
14021,73,5,1,4,30,50.51,226,6.48,Borewell,2025-07-23
14022,191,13,5,4,2624,40.54,45,25.53,Borewell,2025-09-22
14023,307,21,1,3,225,27.13,228,15.92,Canal,2025-07-07
14024,28,2,4,1,1819,69.0,115,5.64,Canal,2025-08-06
14025,36,3,2,1,1585,51.68,125,26.56,Borewell,2025-07-03
14026,71,5,1,2,1507,71.9,93,5.16,Canal,2025-09-27
14027,326,22,1,3,2279,118.45,18,45.11,Reservoir,2025-10-20
14028,326,22,1,1,2831,142.51,141,5.27,Borewell,2025-07-14
14029,202,13,5,4,523,58.35,45,3.73,Canal,2025-10-03
14030,177,12,3,1,2746,60.47,19,14.46,Reservoir,2025-08-17
14031,304,20,1,1,956,66.6,168,7.49,Reservoir,2025-09-24
14032,413,28,2,3,1665,78.17,35,10.38,Canal,2025-09-20
14033,31,3,2,3,2574,137.26,119,11.74,Borewell,2025-09-14
14034,138,9,2,1,796,38.91,190,17.46,Borewell,2025-07-26
14035,5,1,4,1,237,41.7,182,6.85,Borewell,2025-09-17
14036,172,11,2,3,1723,63.0,17,7.08,Borewell,2025-09-06
14037,429,29,1,1,116,73.95,150,24.32,Canal,2025-07-31
14038,298,20,1,4,2588,90.7,192,9.68,Reservoir,2025-08-04
14039,417,29,1,4,582,75.1,219,10.65,Canal,2025-07-26
14040,195,13,5,3,1347,52.74,88,2.91,Canal,2025-09-02
14041,26,2,4,3,2246,22.85,239,9.32,Borewell,2025-10-01
14042,284,19,5,4,1483,82.51,158,26.4,Borewell,2025-09-04
14043,385,26,3,2,872,56.11,182,3.81,Canal,2025-10-26
14044,370,26,3,2,1821,33.85,15,20.65,Reservoir,2025-10-19
14045,412,28,2,2,1385,90.39,141,23.77,Borewell,2025-09-18
14046,184,12,3,4,2071,101.07,173,10.09,Borewell,2025-07-25
14047,149,10,1,4,2036,99.43,44,9.03,Borewell,2025-09-10
14048,213,15,4,2,1981,44.1,188,21.19,Canal,2025-10-27
14049,181,12,3,2,348,68.85,165,9.26,Canal,2025-09-24
14050,208,14,4,1,2063,49.71,121,3.29,Canal,2025-08-03
14051,269,18,5,1,2131,59.42,152,1.32,Canal,2025-07-01
14052,99,7,1,2,1152,73.63,188,13.45,Borewell,2025-08-24
14053,131,9,2,3,2767,113.17,73,17.98,Borewell,2025-09-12
14054,100,7,1,2,1591,53.43,20,14.54,Reservoir,2025-10-07
14055,17,2,4,1,1469,102.91,137,22.9,Borewell,2025-08-13
14056,388,27,1,1,1159,84.46,52,13.28,Canal,2025-09-10
14057,94,6,1,3,2690,156.69,107,18.68,Canal,2025-07-17
14058,215,15,4,3,410,36.38,148,3.54,Canal,2025-08-06
14059,355,25,2,4,69,61.3,111,15.11,Reservoir,2025-10-12
14060,229,16,5,1,1255,39.94,150,13.36,Borewell,2025-07-08
14061,50,4,4,1,2180,82.88,221,18.53,Canal,2025-08-23
14062,9,1,4,3,919,81.32,130,40.23,Borewell,2025-07-05
14063,107,7,1,1,1971,38.26,102,8.05,Borewell,2025-08-21
14064,284,19,5,3,2255,46.97,194,12.61,Borewell,2025-10-04
14065,314,21,1,2,1957,103.0,215,20.19,Borewell,2025-08-12
14066,234,16,5,2,2732,39.47,93,9.52,Reservoir,2025-08-06
14067,235,16,5,2,2348,46.48,156,16.7,Canal,2025-10-01
14068,440,30,2,4,1200,106.56,125,3.1,Borewell,2025-07-29
14069,284,19,5,2,2775,241.16,85,28.19,Canal,2025-09-17
14070,97,6,1,3,2793,200.8,109,8.62,Borewell,2025-08-03
14071,92,6,1,4,1086,32.99,205,9.71,Canal,2025-08-09
14072,93,6,1,2,1239,66.71,111,6.86,Canal,2025-08-16
14073,63,4,4,1,1882,35.17,65,7.2,Borewell,2025-07-28
14074,197,13,5,2,835,144.02,87,1.1,Reservoir,2025-09-29
14075,192,13,5,3,2361,67.36,43,5.87,Canal,2025-10-28
14076,230,16,5,1,108,78.25,54,4.18,Borewell,2025-07-20
14077,260,18,5,2,2829,82.34,143,6.19,Reservoir,2025-09-28
14078,323,22,1,1,522,27.05,185,5.88,Borewell,2025-10-26
14079,278,19,5,2,1656,24.94,39,3.14,Borewell,2025-08-02
14080,158,10,1,3,979,49.3,118,5.11,Canal,2025-08-21
14081,12,1,4,4,1590,72.81,78,15.3,Borewell,2025-09-16
14082,239,17,3,4,2091,68.7,122,1.92,Borewell,2025-09-16
14083,65,4,4,4,2695,7.65,51,7.34,Canal,2025-10-09
14084,357,25,2,2,536,108.82,88,7.42,Borewell,2025-08-26
14085,35,3,2,2,1148,35.16,78,0.96,Borewell,2025-10-06
14086,210,14,4,4,2035,82.63,103,30.77,Canal,2025-07-31
14087,187,12,3,2,601,52.17,131,21.82,Canal,2025-10-11
14088,57,4,4,2,2581,92.91,216,11.45,Borewell,2025-10-19
14089,82,6,1,4,2853,37.07,177,16.64,Borewell,2025-07-22
14090,130,9,2,3,2355,164.04,117,12.12,Canal,2025-09-08
14091,210,14,4,2,2719,88.57,74,10.13,Canal,2025-09-19
14092,326,22,1,2,1495,127.17,126,15.99,Canal,2025-10-21
14093,165,11,2,3,1099,53.52,76,17.61,Borewell,2025-10-21
14094,165,11,2,3,55,43.27,70,10.14,Canal,2025-08-09
14095,122,8,4,4,2227,104.71,130,5.36,Borewell,2025-07-13
14096,342,23,4,2,2635,49.79,97,4.01,Reservoir,2025-07-08
14097,72,5,1,4,366,59.12,224,40.95,Reservoir,2025-09-17
14098,112,8,4,4,1006,14.99,77,8.43,Canal,2025-07-07
14099,115,8,4,4,1233,30.74,145,13.25,Borewell,2025-10-06
14100,305,20,1,4,562,95.93,166,5.37,Reservoir,2025-07-29
14101,419,29,1,3,1468,80.95,181,7.22,Borewell,2025-08-29
14102,240,17,3,2,1124,38.5,94,11.29,Borewell,2025-10-18
14103,35,3,2,2,595,48.01,134,8.95,Borewell,2025-10-17
14104,86,6,1,3,2752,26.39,200,26.68,Canal,2025-07-09
14105,23,2,4,4,150,55.72,150,5.43,Reservoir,2025-08-26
14106,37,3,2,4,318,36.33,58,6.65,Borewell,2025-08-09
14107,320,22,1,4,404,141.7,134,25.53,Reservoir,2025-09-10
14108,263,18,5,1,685,57.37,223,43.75,Borewell,2025-09-03
14109,137,9,2,1,1224,102.58,16,14.11,Canal,2025-09-10
14110,151,10,1,1,871,151.33,47,10.22,Borewell,2025-08-28
14111,28,2,4,4,2767,34.23,102,12.28,Borewell,2025-09-02
14112,340,23,4,1,1651,56.98,113,45.13,Canal,2025-08-02
14113,401,28,2,2,252,45.18,64,24.54,Canal,2025-10-19
14114,327,22,1,2,1202,124.74,117,8.06,Reservoir,2025-07-06
14115,37,3,2,2,1067,46.4,191,11.53,Canal,2025-07-27
14116,93,6,1,4,221,25.35,45,13.04,Borewell,2025-08-01
14117,251,17,3,4,883,90.7,23,3.8,Canal,2025-09-26
14118,99,7,1,3,1765,49.11,74,1.97,Canal,2025-07-15
14119,403,28,2,1,798,66.71,85,9.05,Borewell,2025-10-19
14120,150,10,1,4,722,85.23,57,10.93,Canal,2025-09-05
14121,225,15,4,4,2813,167.53,161,4.11,Canal,2025-10-17
14122,140,9,2,1,307,70.34,98,33.73,Reservoir,2025-07-02
14123,340,23,4,3,1318,76.73,142,1.57,Borewell,2025-10-06
14124,330,23,4,3,343,106.62,190,19.47,Borewell,2025-09-20
14125,198,13,5,2,472,35.16,218,11.24,Borewell,2025-08-27
14126,91,6,1,1,1096,74.48,96,3.16,Borewell,2025-07-12
14127,163,11,2,2,1508,131.19,200,26.9,Canal,2025-08-15
14128,255,17,3,3,1735,63.93,48,24.64,Borewell,2025-08-03
14129,227,16,5,1,1423,166.77,162,17.66,Canal,2025-08-14
14130,307,21,1,4,2751,46.6,162,33.38,Borewell,2025-10-28
14131,218,15,4,1,139,45.59,104,9.16,Borewell,2025-08-31
14132,370,26,3,4,1054,82.14,65,18.39,Borewell,2025-09-27
14133,268,18,5,1,1562,98.05,102,11.44,Canal,2025-10-27
14134,71,5,1,1,2287,34.36,121,10.07,Reservoir,2025-10-18
14135,239,17,3,3,1430,50.8,224,6.35,Borewell,2025-08-01
14136,176,12,3,3,2698,163.66,154,15.28,Borewell,2025-10-21
14137,229,16,5,1,1039,41.33,36,6.48,Borewell,2025-07-11
14138,94,6,1,4,307,20.0,24,22.04,Canal,2025-09-09
14139,280,19,5,4,1900,96.08,167,1.23,Canal,2025-07-11
14140,385,26,3,2,2262,114.5,39,46.26,Borewell,2025-10-26
14141,54,4,4,1,824,58.07,52,45.05,Canal,2025-07-01
14142,184,12,3,1,2695,57.93,219,7.43,Canal,2025-07-06
14143,72,5,1,4,189,118.36,233,7.41,Reservoir,2025-07-31
14144,347,24,4,4,2777,78.99,19,16.82,Canal,2025-10-21
14145,280,19,5,3,2527,107.29,112,8.21,Canal,2025-10-16
14146,413,28,2,1,2214,103.75,187,10.28,Canal,2025-07-22
14147,403,28,2,2,2820,135.33,175,17.54,Canal,2025-07-27
14148,356,25,2,1,1681,32.4,174,6.68,Canal,2025-08-13
14149,21,2,4,1,62,118.44,190,7.4,Borewell,2025-07-28
14150,311,21,1,1,1861,71.65,107,11.74,Borewell,2025-07-27
14151,231,16,5,1,650,31.02,222,21.91,Canal,2025-08-20
14152,260,18,5,1,1536,79.1,19,1.82,Canal,2025-09-20
14153,298,20,1,4,823,63.81,105,7.63,Borewell,2025-10-08
14154,109,7,1,2,2383,68.48,151,17.7,Canal,2025-09-15
14155,92,6,1,1,2600,97.87,194,11.42,Canal,2025-10-16
14156,189,13,5,3,2048,20.08,90,16.94,Borewell,2025-09-09
14157,65,4,4,4,1542,178.04,138,1.13,Borewell,2025-08-23
14158,161,11,2,4,2335,77.17,74,18.81,Borewell,2025-07-13
14159,133,9,2,1,195,110.9,136,4.0,Reservoir,2025-10-06
14160,186,12,3,1,349,64.45,18,3.59,Canal,2025-09-21
14161,1,1,4,3,2574,113.33,214,30.65,Canal,2025-07-31
14162,344,23,4,1,471,109.75,28,7.87,Reservoir,2025-10-08
14163,22,2,4,1,1599,132.19,95,20.71,Borewell,2025-09-20
14164,342,23,4,1,1123,96.67,135,13.03,Borewell,2025-09-23
14165,196,13,5,2,1928,30.41,48,25.16,Canal,2025-07-08
14166,112,8,4,2,1903,75.25,125,12.57,Borewell,2025-09-13
14167,260,18,5,1,1870,77.09,231,20.68,Reservoir,2025-08-07
14168,254,17,3,4,1123,49.92,31,19.25,Canal,2025-09-21
14169,94,6,1,2,884,32.95,172,23.6,Canal,2025-09-18
14170,25,2,4,1,2352,91.01,163,28.21,Borewell,2025-07-05
14171,29,2,4,3,1043,98.3,50,5.17,Reservoir,2025-10-26
14172,389,27,1,1,353,70.32,179,33.05,Borewell,2025-07-26
14173,344,23,4,2,559,67.57,192,7.24,Reservoir,2025-08-22
14174,195,13,5,4,1047,44.51,217,15.14,Reservoir,2025-09-02
14175,22,2,4,4,1459,91.22,99,13.01,Borewell,2025-09-12
14176,385,26,3,4,1368,21.12,238,18.97,Borewell,2025-07-21
14177,8,1,4,1,942,34.19,154,15.23,Borewell,2025-08-28
14178,425,29,1,4,1246,26.89,62,13.19,Canal,2025-08-04
14179,38,3,2,1,219,48.25,24,7.89,Borewell,2025-10-08
14180,384,26,3,1,2310,81.85,120,15.66,Canal,2025-07-09
14181,367,26,3,2,2051,141.38,175,6.85,Reservoir,2025-10-05
14182,423,29,1,1,2715,95.47,92,10.55,Borewell,2025-09-02
14183,123,8,4,4,2620,107.19,223,2.18,Canal,2025-10-09
14184,267,18,5,3,2518,41.67,61,13.55,Borewell,2025-09-07
14185,424,29,1,1,287,185.11,73,17.54,Canal,2025-07-25
14186,18,2,4,3,2056,28.11,158,0.76,Borewell,2025-07-28
14187,269,18,5,4,774,120.51,218,9.99,Canal,2025-09-19
14188,413,28,2,3,2504,54.51,63,2.94,Canal,2025-09-26
14189,293,20,1,3,1820,181.18,63,10.08,Borewell,2025-10-24
14190,433,30,2,3,1311,47.94,165,27.53,Canal,2025-08-05
14191,309,21,1,1,2660,115.28,126,15.81,Borewell,2025-07-04
14192,26,2,4,1,1614,119.86,212,4.11,Canal,2025-07-26
14193,37,3,2,2,1963,35.5,217,18.1,Canal,2025-07-09
14194,93,6,1,3,1266,57.04,37,18.15,Borewell,2025-10-23
14195,370,26,3,4,511,78.27,43,1.64,Borewell,2025-10-20
14196,381,26,3,2,1243,79.33,219,5.26,Borewell,2025-10-06
14197,281,19,5,4,1302,28.52,35,18.69,Canal,2025-07-19
14198,318,22,1,1,1111,42.8,53,5.74,Reservoir,2025-08-17
14199,140,9,2,4,1975,219.18,146,31.7,Canal,2025-10-03
14200,228,16,5,2,1219,57.18,237,8.93,Borewell,2025-08-13
14201,211,14,4,2,514,82.38,130,21.04,Reservoir,2025-10-08
14202,79,5,1,2,1085,34.16,112,3.79,Canal,2025-09-30
14203,214,15,4,2,279,25.38,223,24.94,Reservoir,2025-09-19
14204,338,23,4,4,2228,70.64,48,6.88,Borewell,2025-08-05
14205,94,6,1,2,1914,95.71,213,12.64,Borewell,2025-07-17
14206,280,19,5,2,2300,116.49,57,8.61,Reservoir,2025-07-28
14207,114,8,4,4,889,59.74,106,26.43,Reservoir,2025-08-04
14208,45,3,2,3,2422,25.51,92,13.06,Canal,2025-07-21
14209,237,16,5,2,246,87.41,15,19.45,Borewell,2025-09-29
14210,45,3,2,3,2848,117.21,113,12.79,Canal,2025-08-14
14211,131,9,2,1,1512,109.91,32,7.1,Canal,2025-08-14
14212,158,10,1,4,1702,114.43,77,9.36,Borewell,2025-08-08
14213,367,26,3,4,1022,52.57,104,9.66,Canal,2025-09-22
14214,238,16,5,3,2348,74.56,200,43.18,Canal,2025-10-06
14215,16,2,4,3,1639,100.12,100,4.72,Canal,2025-08-18
14216,60,4,4,1,790,64.06,38,9.56,Borewell,2025-09-26
14217,79,5,1,1,1606,56.36,190,16.48,Reservoir,2025-09-17
14218,437,30,2,2,547,51.74,208,23.68,Canal,2025-07-31
14219,300,20,1,2,1158,54.9,41,1.19,Borewell,2025-10-13
14220,24,2,4,4,43,195.76,44,16.76,Borewell,2025-10-07
14221,178,12,3,2,1382,53.97,153,5.08,Canal,2025-10-20
14222,283,19,5,4,1147,107.68,132,14.18,Reservoir,2025-09-14
14223,362,25,2,2,1963,13.2,22,26.33,Reservoir,2025-08-28
14224,158,10,1,4,1615,67.87,126,37.46,Reservoir,2025-09-24
14225,2,1,4,2,1771,147.24,63,18.04,Borewell,2025-07-17
14226,300,20,1,3,619,40.78,70,13.66,Canal,2025-07-28
14227,330,23,4,2,20,69.14,231,13.41,Borewell,2025-08-13
14228,264,18,5,2,2803,43.52,195,61.03,Borewell,2025-08-05
14229,317,22,1,4,2827,111.1,161,15.41,Reservoir,2025-09-26
14230,390,27,1,1,2815,24.36,113,16.31,Reservoir,2025-10-02
14231,398,28,2,2,2191,198.33,216,19.12,Borewell,2025-08-07
14232,58,4,4,1,91,67.4,146,24.64,Borewell,2025-08-22
14233,101,7,1,2,1654,175.75,77,19.42,Canal,2025-08-11
14234,427,29,1,4,1128,41.36,67,46.49,Reservoir,2025-07-31
14235,161,11,2,4,2800,71.8,206,18.42,Borewell,2025-07-24
14236,218,15,4,3,660,228.54,21,3.89,Borewell,2025-08-24
14237,315,22,1,4,1183,29.63,105,9.98,Canal,2025-07-15
14238,30,2,4,4,1715,36.1,34,5.76,Borewell,2025-08-15
14239,357,25,2,3,1061,72.73,46,17.57,Borewell,2025-08-11
14240,123,8,4,3,260,156.59,100,13.51,Borewell,2025-07-13
14241,218,15,4,2,1400,69.97,35,7.36,Borewell,2025-10-12
14242,142,10,1,2,2516,84.1,116,2.37,Canal,2025-07-23
14243,418,29,1,4,1593,61.29,30,3.37,Canal,2025-08-15
14244,78,5,1,4,2467,49.67,69,3.19,Canal,2025-08-11
14245,37,3,2,1,1771,77.96,29,14.57,Canal,2025-07-30
14246,283,19,5,2,1683,19.32,207,7.82,Canal,2025-10-20
14247,143,10,1,1,505,63.37,161,16.82,Canal,2025-08-03
14248,42,3,2,2,2146,21.47,167,6.48,Canal,2025-07-15
14249,162,11,2,1,365,59.74,134,25.23,Borewell,2025-08-02
14250,31,3,2,4,804,159.45,75,9.23,Canal,2025-09-12
14251,63,4,4,2,2795,77.75,226,21.78,Canal,2025-09-25
14252,392,27,1,2,1860,140.03,114,11.33,Canal,2025-08-09
14253,142,10,1,1,1088,27.99,169,16.52,Canal,2025-08-02
14254,177,12,3,3,785,93.49,142,3.67,Canal,2025-07-18
14255,428,29,1,3,2503,129.13,15,12.77,Borewell,2025-09-26
14256,168,11,2,4,511,124.02,178,7.87,Borewell,2025-07-25
14257,276,19,5,4,1890,68.27,193,31.72,Borewell,2025-08-02
14258,117,8,4,4,2785,56.43,48,18.83,Canal,2025-08-14
14259,251,17,3,4,755,118.15,165,48.6,Canal,2025-07-02
14260,116,8,4,3,53,59.81,97,5.29,Canal,2025-07-13
14261,144,10,1,4,415,25.81,38,4.23,Borewell,2025-08-08
14262,176,12,3,1,2047,93.06,95,0.87,Canal,2025-10-07
14263,353,24,4,4,185,120.66,76,8.66,Borewell,2025-09-09
14264,116,8,4,4,913,123.09,189,11.62,Borewell,2025-08-08
14265,23,2,4,1,824,21.77,211,6.58,Canal,2025-10-09
14266,90,6,1,2,199,157.8,223,18.19,Borewell,2025-10-02
14267,142,10,1,3,2599,98.15,100,18.97,Canal,2025-08-02
14268,312,21,1,4,2143,26.61,101,5.87,Borewell,2025-07-02
14269,78,5,1,3,649,29.86,226,8.08,Canal,2025-07-23
14270,130,9,2,1,998,104.6,93,17.79,Borewell,2025-09-30
14271,412,28,2,4,685,59.47,87,25.57,Borewell,2025-08-05
14272,253,17,3,2,365,35.27,236,6.08,Canal,2025-09-02
14273,210,14,4,4,234,133.65,185,25.42,Borewell,2025-07-12
14274,68,5,1,2,2143,124.77,210,21.38,Canal,2025-07-07
14275,118,8,4,2,1100,48.77,163,18.15,Borewell,2025-07-08
14276,284,19,5,2,1821,48.16,109,33.72,Canal,2025-07-13
14277,279,19,5,1,1901,42.25,43,5.17,Canal,2025-10-08
14278,244,17,3,2,2428,62.94,195,28.7,Borewell,2025-09-23
14279,10,1,4,4,2422,47.0,153,3.99,Canal,2025-09-06
14280,67,5,1,1,2249,108.25,56,13.78,Borewell,2025-10-17
14281,258,18,5,1,2063,81.95,234,7.75,Borewell,2025-10-26
14282,281,19,5,3,2460,56.03,135,14.17,Borewell,2025-07-17
14283,29,2,4,4,1622,118.39,136,21.38,Reservoir,2025-08-23
14284,121,8,4,2,2205,69.26,130,7.98,Canal,2025-08-12
14285,130,9,2,2,2249,79.47,123,12.59,Borewell,2025-08-11
14286,173,12,3,2,913,132.62,94,19.43,Borewell,2025-07-15
14287,426,29,1,1,394,49.73,219,34.0,Canal,2025-10-10
14288,397,28,2,4,2314,103.51,218,31.71,Borewell,2025-07-19
14289,225,15,4,1,1303,57.98,205,9.38,Canal,2025-09-28
14290,110,7,1,4,1915,63.59,166,15.14,Reservoir,2025-08-04
14291,15,1,4,2,163,81.11,105,8.22,Canal,2025-09-24
14292,385,26,3,4,172,126.48,174,7.23,Borewell,2025-07-23
14293,196,13,5,2,96,33.78,182,2.38,Canal,2025-09-06
14294,219,15,4,2,2304,82.43,133,18.82,Borewell,2025-08-05
14295,57,4,4,3,2352,69.99,22,43.56,Borewell,2025-08-16
14296,45,3,2,3,580,84.66,136,27.81,Reservoir,2025-10-07
14297,342,23,4,2,580,59.18,85,5.41,Canal,2025-09-17
14298,292,20,1,1,1531,59.6,148,4.11,Canal,2025-08-01
14299,332,23,4,4,422,63.94,34,6.59,Canal,2025-08-20
14300,362,25,2,1,1800,58.88,132,14.15,Reservoir,2025-07-24
14301,187,12,3,4,2303,64.94,23,7.12,Canal,2025-09-20
14302,349,24,4,4,150,57.21,60,4.05,Borewell,2025-08-17
14303,201,13,5,3,1548,35.02,152,1.99,Borewell,2025-09-10
14304,373,26,3,3,1046,91.58,23,14.68,Reservoir,2025-07-15
14305,289,19,5,2,805,181.07,65,10.95,Borewell,2025-08-14
14306,47,3,2,3,2570,30.91,96,7.86,Canal,2025-09-28
