PestIncidentID,FieldID,FarmID,RegionID,CropID,PestID,SeverityID,DateTimeID,AreaAffectedHectares,ActionTakenID,FollowUpRequired,CreatedDate
9847,94,6,1,7,2,1,2744,2.55,1,0,2025-08-29
9848,181,12,3,5,5,3,2637,1.52,2,0,2025-10-09
9849,440,30,2,6,1,2,2804,4.46,1,0,2025-10-16
9850,191,13,5,1,4,3,2142,3.36,2,1,2025-08-01
9851,377,26,3,1,4,3,2689,1.79,1,0,2025-09-18
9852,130,9,2,8,2,3,1830,2.11,1,0,2025-07-20
9853,275,19,5,5,1,2,1478,3.88,1,0,2025-07-19
9854,33,3,2,6,2,2,786,3.5,3,1,2025-08-05
9855,244,17,3,2,3,1,2185,4.77,3,0,2025-10-09
9856,348,24,4,2,3,3,1471,1.79,2,1,2025-10-20
9857,163,11,2,6,5,3,1845,1.28,3,1,2025-10-15
9858,396,27,1,1,2,3,2202,1.81,3,1,2025-10-22
9859,110,7,1,5,3,1,2326,3.08,4,1,2025-10-25
9860,285,19,5,5,2,4,2464,3.08,3,0,2025-07-11
9861,191,13,5,8,1,1,1535,3.18,1,0,2025-07-15
9862,130,9,2,8,5,3,640,3.27,1,1,2025-08-18
9863,336,23,4,5,2,2,2246,4.62,2,0,2025-08-28
9864,325,22,1,3,4,2,160,0.79,4,0,2025-10-27
9865,253,17,3,3,2,4,2598,4.71,4,1,2025-09-24
9866,216,15,4,5,2,2,1703,4.87,1,1,2025-09-22
9867,344,23,4,4,4,2,1642,0.6,2,1,2025-08-06
9868,5,1,4,8,2,2,2578,2.05,1,1,2025-09-26
9869,386,26,3,4,2,2,2728,2.7,1,0,2025-09-23
9870,40,3,2,7,2,3,2325,0.8,2,1,2025-08-23
9871,329,23,4,5,5,2,850,3.85,3,0,2025-09-27
9872,308,21,1,4,1,3,1243,3.62,3,0,2025-10-13
9873,415,28,2,5,3,2,1454,0.61,3,0,2025-09-01
9874,206,14,4,8,5,1,2205,3.86,4,0,2025-07-07
9875,80,5,1,3,1,2,1161,2.09,2,0,2025-10-07
9876,402,28,2,1,5,4,232,1.58,4,1,2025-10-15
9877,207,14,4,4,4,2,2065,0.95,2,1,2025-10-01
9878,259,18,5,6,5,1,1340,4.51,2,0,2025-08-03
9879,269,18,5,3,4,4,1705,3.32,2,1,2025-08-03
9880,368,26,3,6,5,4,989,1.48,3,1,2025-07-10
9881,75,5,1,2,3,4,1373,1.3,3,0,2025-08-29
9882,69,5,1,8,4,3,1330,1.43,3,0,2025-10-27
9883,367,26,3,3,1,3,2687,4.63,3,1,2025-07-17
9884,95,6,1,1,5,4,365,1.59,4,0,2025-07-25
9885,382,26,3,3,1,4,489,4.54,2,0,2025-08-07
9886,165,11,2,7,3,2,2697,4.8,3,0,2025-08-09
9887,180,12,3,7,3,1,1832,3.5,1,1,2025-07-30
9888,421,29,1,5,5,2,648,1.04,3,1,2025-07-24
9889,59,4,4,7,3,4,254,3.88,4,0,2025-08-16
9890,63,4,4,7,5,4,3,0.3,2,0,2025-09-14
9891,57,4,4,2,3,2,699,3.88,3,0,2025-10-02
9892,189,13,5,3,2,4,1452,0.28,1,0,2025-07-24
9893,112,8,4,2,1,1,1318,4.34,1,1,2025-09-20
9894,96,6,1,6,2,1,1377,2.69,2,1,2025-07-19
9895,64,4,4,1,5,2,311,3.51,2,1,2025-09-25
9896,201,13,5,1,5,2,2757,3.43,4,0,2025-10-28
9897,270,18,5,3,1,2,2704,4.01,2,0,2025-10-09
9898,354,24,4,3,4,2,690,1.85,2,0,2025-07-09
9899,61,4,4,4,4,2,1173,4.89,3,0,2025-10-02
9900,26,2,4,8,4,2,1950,3.83,4,0,2025-07-07
9901,145,10,1,7,4,4,1151,0.64,2,0,2025-08-20
9902,434,30,2,3,1,3,14,3.69,1,1,2025-09-21
9903,161,11,2,2,1,1,794,4.69,1,0,2025-07-17
9904,349,24,4,5,5,3,2004,2.2,3,1,2025-10-23
9905,10,1,4,5,4,2,1408,0.67,4,1,2025-07-06
9906,65,4,4,2,3,2,2343,0.14,2,1,2025-08-08
9907,31,3,2,6,4,3,2213,1.92,2,0,2025-09-22
9908,214,15,4,7,3,2,1998,0.96,1,1,2025-08-13
9909,204,13,5,3,4,2,2136,0.4,4,0,2025-10-22
9910,131,9,2,8,1,1,2404,3.94,4,0,2025-10-10
9911,84,6,1,2,5,4,399,4.29,4,0,2025-08-02
9912,269,18,5,3,2,1,1734,1.11,1,0,2025-10-14
9913,86,6,1,3,4,1,1320,0.58,2,0,2025-10-23
9914,210,14,4,6,1,4,1123,4.12,3,0,2025-08-22
9915,184,12,3,6,2,3,1059,0.21,2,0,2025-08-29
9916,220,15,4,3,1,3,587,2.85,4,0,2025-08-08
9917,137,9,2,2,1,2,1375,4.33,4,0,2025-07-19
9918,213,15,4,4,2,1,1709,2.87,2,0,2025-09-16
9919,113,8,4,7,5,3,1570,4.84,3,1,2025-07-16
9920,182,12,3,6,2,1,2069,4.8,3,0,2025-09-14
9921,376,26,3,2,5,4,1057,3.76,1,0,2025-07-02
9922,36,3,2,4,1,4,1632,3.14,2,0,2025-08-26
9923,197,13,5,2,1,3,485,2.72,2,1,2025-10-14
9924,297,20,1,1,3,4,986,2.35,1,1,2025-08-16
9925,252,17,3,5,5,3,334,0.35,2,0,2025-10-15
9926,173,12,3,3,1,3,1626,2.69,1,0,2025-09-12
9927,234,16,5,5,5,4,1529,0.18,2,0,2025-08-30
9928,9,1,4,8,3,2,2553,1.24,1,1,2025-09-17
9929,221,15,4,6,5,3,2032,3.34,2,0,2025-09-25
9930,51,4,4,2,4,3,2783,3.83,2,1,2025-09-03
9931,393,27,1,3,5,2,1279,0.95,4,0,2025-09-14
9932,64,4,4,5,3,1,1057,4.33,1,1,2025-10-18
9933,327,22,1,6,3,2,577,2.69,3,0,2025-07-09
9934,274,19,5,4,5,1,2605,2.39,1,0,2025-07-16
9935,364,25,2,2,4,2,139,0.97,3,0,2025-07-05
9936,272,19,5,1,4,1,1660,0.39,2,1,2025-08-04
9937,189,13,5,7,4,1,1344,4.03,4,0,2025-08-26
9938,342,23,4,7,4,3,2806,1.32,2,0,2025-10-01
9939,391,27,1,1,3,4,1688,2.21,3,0,2025-07-27
9940,294,20,1,6,1,2,699,2.5,1,0,2025-07-06
9941,15,1,4,1,3,3,279,1.65,3,0,2025-09-30
9942,289,19,5,2,4,2,1900,2.88,2,0,2025-07-22
9943,319,22,1,8,5,4,2877,3.36,2,1,2025-09-05
9944,357,25,2,2,3,3,2755,3.58,3,1,2025-10-27
9945,74,5,1,3,3,3,682,4.02,3,0,2025-10-27
9946,149,10,1,7,2,2,186,1.05,2,0,2025-08-01
9947,32,3,2,7,1,4,257,4.43,1,0,2025-09-25
9948,289,19,5,7,5,3,1034,4.09,4,0,2025-08-04
9949,259,18,5,5,5,1,2035,1.4,2,0,2025-10-03
9950,224,15,4,8,5,4,340,3.94,1,0,2025-09-14
9951,397,28,2,4,5,1,2463,3.93,2,1,2025-08-03
9952,327,22,1,3,5,2,216,2.73,4,0,2025-07-14
9953,30,2,4,7,1,2,1957,4.27,4,0,2025-09-12
9954,84,6,1,3,2,3,2655,4.01,1,0,2025-10-09
9955,216,15,4,2,5,4,755,4.05,4,1,2025-07-02
9956,418,29,1,8,4,4,494,0.45,4,1,2025-10-21
9957,65,4,4,5,4,2,986,4.95,3,0,2025-10-15
9958,192,13,5,5,3,3,1097,3.82,3,1,2025-07-14
9959,235,16,5,4,4,1,719,1.92,1,1,2025-10-03
9960,175,12,3,2,2,4,2518,4.47,4,0,2025-08-18
9961,403,28,2,5,1,4,342,3.08,3,0,2025-09-01
9962,105,7,1,1,5,1,142,2.84,2,0,2025-09-28
9963,164,11,2,4,1,3,2548,0.62,3,1,2025-10-10
9964,214,15,4,8,3,2,2532,0.18,3,0,2025-09-17
9965,242,17,3,7,1,2,1292,0.67,4,0,2025-09-25
9966,181,12,3,3,5,1,335,4.08,4,1,2025-07-02
9967,63,4,4,5,3,1,52,1.47,4,0,2025-07-16
9968,335,23,4,5,1,4,2058,0.91,2,0,2025-09-18
9969,95,6,1,3,2,1,2380,4.17,4,0,2025-07-07
9970,109,7,1,8,5,3,590,1.97,2,0,2025-08-29
9971,329,23,4,8,4,2,2660,0.66,2,0,2025-10-27
9972,47,3,2,6,4,3,1899,3.51,2,0,2025-07-23
9973,143,10,1,4,1,3,2707,3.71,1,0,2025-07-16
9974,81,6,1,5,2,4,2421,3.72,1,1,2025-10-02
9975,64,4,4,5,4,2,545,1.13,3,0,2025-10-15
9976,19,2,4,4,2,2,1466,3.78,2,0,2025-07-09
9977,12,1,4,7,4,1,311,3.39,2,1,2025-09-11
9978,331,23,4,3,3,3,414,3.96,3,0,2025-10-17
9979,105,7,1,8,4,2,1875,0.5,2,0,2025-07-21
9980,197,13,5,4,4,2,1141,3.33,3,1,2025-07-19
9981,170,11,2,6,5,3,1393,2.32,3,1,2025-08-12
9982,336,23,4,4,1,2,719,0.23,3,0,2025-09-09
9983,33,3,2,8,5,2,183,2.71,1,0,2025-09-16
9984,112,8,4,4,1,1,457,3.29,4,0,2025-09-24
9985,257,18,5,5,1,2,1066,3.98,2,0,2025-08-02
9986,179,12,3,3,4,3,803,4.84,3,1,2025-08-12
9987,194,13,5,4,1,3,733,2.08,2,0,2025-07-04
9988,18,2,4,7,2,4,610,4.74,2,0,2025-07-03
9989,126,9,2,8,5,4,1097,0.54,2,0,2025-08-12
9990,318,22,1,8,4,2,1688,1.81,4,1,2025-07-26
9991,204,13,5,8,5,3,984,1.39,2,0,2025-09-22
9992,186,12,3,3,1,2,1976,0.68,3,0,2025-10-16
9993,420,29,1,1,2,3,2652,2.69,3,0,2025-09-16
9994,279,19,5,8,1,2,2674,2.9,1,0,2025-08-30
9995,167,11,2,8,4,4,797,3.81,4,0,2025-08-12
9996,32,3,2,4,1,2,1233,4.1,2,0,2025-07-03
9997,88,6,1,4,3,4,2441,3.52,2,1,2025-07-05
9998,144,10,1,2,5,1,2393,1.93,3,0,2025-07-04
9999,319,22,1,8,1,4,1477,4.88,3,0,2025-08-29
10000,222,15,4,2,4,3,806,4.78,2,0,2025-07-09
10001,135,9,2,7,5,2,1956,3.43,3,0,2025-09-03
10002,268,18,5,3,5,4,797,3.9,2,1,2025-09-19
10003,290,19,5,3,5,1,650,4.48,3,1,2025-07-04
10004,163,11,2,8,5,4,1022,1.58,4,0,2025-09-02
10005,127,9,2,3,4,2,2247,0.95,3,1,2025-07-01
10006,283,19,5,5,2,1,1372,3.75,2,1,2025-07-04
10007,381,26,3,2,5,2,1871,2.17,4,1,2025-09-27
10008,394,27,1,1,2,4,1966,0.62,4,1,2025-09-15
10009,73,5,1,3,1,4,2151,4.12,1,0,2025-10-23
10010,205,14,4,3,2,3,1823,1.73,1,0,2025-08-26
10011,198,13,5,3,3,3,158,2.83,1,0,2025-08-14
10012,387,27,1,3,4,4,49,2.81,1,0,2025-07-06
10013,292,20,1,7,5,3,1118,4.7,2,0,2025-08-17
10014,369,26,3,1,5,1,1100,4.73,1,0,2025-07-12
10015,425,29,1,1,5,4,2465,4.29,2,0,2025-10-09
10016,48,4,4,7,2,3,2364,2.69,4,0,2025-07-13
10017,92,6,1,4,2,4,2792,2.93,1,0,2025-07-20
10018,315,22,1,1,4,3,270,1.89,1,1,2025-07-07
10019,109,7,1,7,4,1,2786,1.31,3,1,2025-07-24
10020,267,18,5,5,1,1,1694,3.35,4,0,2025-09-03
10021,186,12,3,7,1,4,2248,0.31,3,0,2025-07-20
10022,328,23,4,5,2,4,308,3.04,4,0,2025-10-05
10023,221,15,4,1,1,3,1776,2.35,3,0,2025-10-08
10024,352,24,4,1,1,1,164,2.84,3,1,2025-09-08
10025,209,14,4,1,4,4,712,4.22,3,0,2025-10-11
10026,108,7,1,3,3,3,2645,1.54,4,0,2025-09-26
10027,365,25,2,5,3,3,296,3.49,4,0,2025-10-01
10028,243,17,3,7,3,1,164,0.8,4,0,2025-09-29
10029,222,15,4,4,4,4,1660,4.39,3,0,2025-09-25
10030,441,30,2,5,2,3,1908,2.21,4,0,2025-10-18
10031,355,25,2,4,5,3,518,0.51,2,0,2025-10-16
10032,392,27,1,7,4,1,843,1.8,4,0,2025-08-14
10033,321,22,1,3,5,2,765,3.64,1,0,2025-10-13
10034,269,18,5,5,4,2,1548,2.67,2,1,2025-07-16
10035,36,3,2,2,5,3,2455,2.38,2,0,2025-09-09
10036,411,28,2,1,5,4,2659,1.15,4,0,2025-09-13
10037,154,10,1,6,5,3,2206,1.11,4,1,2025-08-17
10038,344,23,4,8,3,2,1587,3.32,2,0,2025-08-27
10039,303,20,1,2,4,2,292,4.36,2,0,2025-09-15
10040,341,23,4,3,3,3,1539,1.27,1,0,2025-10-24
10041,172,11,2,3,3,4,1441,3.71,4,1,2025-08-07
10042,109,7,1,4,5,2,2156,1.31,1,0,2025-07-19
10043,243,17,3,6,2,3,1145,1.77,1,0,2025-09-10
10044,11,1,4,2,1,4,467,1.88,2,0,2025-08-05
10045,251,17,3,1,5,1,1414,1.92,1,0,2025-10-14
10046,176,12,3,5,3,3,1840,1.53,2,0,2025-08-01
10047,405,28,2,8,5,1,1109,2.59,2,1,2025-07-13
10048,440,30,2,1,2,4,774,4.4,4,0,2025-09-08
10049,333,23,4,6,4,3,1316,1.96,2,0,2025-09-16
10050,13,1,4,8,3,1,487,4.87,1,0,2025-10-26
10051,232,16,5,3,3,1,2233,4.17,3,1,2025-07-19
10052,74,5,1,1,1,2,1593,2.6,3,1,2025-09-29
10053,106,7,1,4,3,2,273,0.82,1,0,2025-09-16
10054,109,7,1,1,4,4,584,4.03,2,0,2025-08-28
10055,240,17,3,1,3,2,1795,0.3,2,0,2025-09-16
10056,356,25,2,1,4,4,2289,3.87,1,0,2025-10-04
10057,407,28,2,1,1,4,1919,1.47,2,0,2025-09-21
10058,408,28,2,5,5,4,2135,3.29,2,1,2025-08-01
10059,194,13,5,1,1,3,2724,2.01,4,0,2025-07-21
10060,161,11,2,6,1,1,1215,1.52,3,0,2025-10-13
10061,242,17,3,3,4,1,777,2.84,1,0,2025-10-09
10062,241,17,3,6,2,2,1136,2.15,1,0,2025-07-07
10063,183,12,3,1,4,2,2289,4.7,4,0,2025-08-22
10064,127,9,2,7,2,4,1066,3.49,1,1,2025-08-05
10065,143,10,1,1,2,3,2658,2.59,1,0,2025-09-25
10066,99,7,1,8,4,3,874,4.41,3,1,2025-08-28
10067,353,24,4,1,2,2,493,1.83,3,0,2025-08-02
10068,138,9,2,1,1,4,2720,3.8,3,1,2025-10-14
10069,228,16,5,8,4,2,371,2.15,3,0,2025-08-28
10070,73,5,1,2,4,4,2595,1.68,3,0,2025-07-21
10071,233,16,5,1,5,1,2033,2.15,2,0,2025-09-28
10072,227,16,5,7,1,4,2590,0.89,4,1,2025-07-24
10073,339,23,4,6,1,3,763,4.09,4,0,2025-07-20
10074,409,28,2,5,2,2,2185,3.06,3,0,2025-10-23
10075,112,8,4,4,1,1,1055,4.38,2,0,2025-09-07
10076,405,28,2,5,5,3,1195,2.46,4,0,2025-08-26
10077,369,26,3,5,1,1,968,2.67,3,0,2025-10-27
10078,428,29,1,1,5,3,115,3.56,3,0,2025-08-17
10079,408,28,2,3,4,3,937,3.57,1,0,2025-08-30
10080,356,25,2,8,2,3,1534,2.17,2,0,2025-08-17
10081,363,25,2,6,1,2,854,2.44,2,0,2025-09-28
10082,260,18,5,1,1,3,1426,1.77,2,0,2025-09-13
10083,119,8,4,3,2,2,1479,1.69,4,0,2025-07-01
10084,213,15,4,3,2,4,2570,1.18,3,1,2025-08-31
10085,227,16,5,4,3,4,649,3.48,3,0,2025-07-29
10086,150,10,1,1,4,4,834,2.07,2,1,2025-09-29
10087,151,10,1,3,5,2,593,2.26,4,0,2025-07-31
10088,405,28,2,6,1,2,2302,2.64,2,1,2025-07-28
10089,403,28,2,4,5,3,1577,2.65,1,0,2025-08-17
10090,208,14,4,7,3,2,1687,4.35,4,1,2025-07-09
10091,42,3,2,6,1,3,1813,4.23,1,0,2025-07-14
10092,213,15,4,4,3,3,1711,4.12,2,1,2025-10-20
10093,316,22,1,3,1,3,120,0.96,1,1,2025-09-07
10094,212,14,4,5,5,4,972,3.43,1,0,2025-10-11
10095,100,7,1,5,4,1,1278,4.04,2,0,2025-07-26
10096,421,29,1,7,3,1,907,0.73,4,0,2025-08-14
10097,97,6,1,8,5,2,27,0.67,4,0,2025-10-10
10098,160,11,2,8,4,4,1450,1.56,4,1,2025-08-04
10099,154,10,1,3,3,2,950,4.05,1,0,2025-07-24
10100,260,18,5,5,3,1,1657,1.5,2,1,2025-09-01
10101,206,14,4,3,2,4,130,3.18,4,0,2025-10-21
10102,71,5,1,8,2,2,1807,2.04,4,0,2025-09-08
10103,191,13,5,8,4,4,177,1.31,4,1,2025-07-10
10104,227,16,5,3,3,3,1142,3.07,3,0,2025-07-22
10105,391,27,1,8,4,1,582,0.61,4,0,2025-08-16
10106,95,6,1,7,2,2,2560,1.45,1,1,2025-07-25
10107,214,15,4,4,2,3,2177,2.0,3,1,2025-07-16
10108,45,3,2,1,4,1,1745,0.93,2,0,2025-07-25
10109,386,26,3,1,4,3,807,0.16,2,0,2025-10-23
10110,120,8,4,3,3,3,1649,0.39,2,0,2025-08-12
10111,145,10,1,7,1,1,1078,0.15,3,0,2025-10-06
10112,131,9,2,5,3,1,267,0.85,1,0,2025-09-19
10113,139,9,2,6,5,3,2685,2.64,3,0,2025-10-27
10114,286,19,5,1,2,2,448,1.49,3,0,2025-07-01
10115,303,20,1,2,1,1,718,4.06,1,1,2025-10-14
10116,188,13,5,1,1,1,1983,1.87,1,0,2025-07-28
10117,370,26,3,2,5,4,2410,2.73,2,1,2025-07-05
10118,127,9,2,1,1,4,381,3.61,2,0,2025-10-01
10119,302,20,1,7,1,4,121,0.34,2,0,2025-08-30
10120,97,6,1,7,3,2,304,1.68,1,0,2025-09-27
10121,338,23,4,5,2,2,1881,3.05,1,0,2025-08-10
10122,436,30,2,5,1,4,2156,1.27,2,1,2025-09-04
10123,291,20,1,8,1,2,1767,2.09,1,0,2025-09-03
10124,360,25,2,8,4,2,1444,3.04,1,1,2025-08-20
10125,272,19,5,4,3,4,1797,4.29,4,1,2025-08-14
10126,390,27,1,8,2,1,1858,3.2,1,0,2025-08-26
10127,27,2,4,3,1,1,456,4.82,3,0,2025-07-30
10128,357,25,2,8,5,2,2593,0.82,4,0,2025-10-01
10129,131,9,2,2,2,2,148,0.97,4,0,2025-09-17
10130,435,30,2,2,3,1,2039,1.23,3,1,2025-09-04
10131,77,5,1,3,2,1,2496,1.15,1,0,2025-07-08
10132,21,2,4,6,5,3,2598,0.91,4,0,2025-07-25
10133,128,9,2,3,5,3,1531,0.99,1,0,2025-09-21
10134,303,20,1,5,3,4,2865,4.99,3,0,2025-09-10
10135,99,7,1,1,3,2,744,3.34,3,0,2025-10-20
10136,151,10,1,1,3,4,556,1.18,1,1,2025-08-07
10137,360,25,2,2,2,1,2416,3.58,4,1,2025-08-09
10138,97,6,1,4,2,2,1166,4.46,4,1,2025-08-02
10139,277,19,5,7,5,2,1710,4.85,3,0,2025-09-03
10140,191,13,5,3,2,1,1240,2.06,2,0,2025-10-16
10141,336,23,4,6,4,3,477,3.81,1,0,2025-09-24
10142,57,4,4,3,2,2,1285,1.95,1,0,2025-08-17
10143,163,11,2,7,3,3,1093,2.71,4,1,2025-09-28
10144,204,13,5,7,4,3,2627,4.17,3,0,2025-07-15
10145,268,18,5,5,5,2,2628,2.12,4,1,2025-08-01
10146,421,29,1,1,3,1,2693,0.72,4,0,2025-08-01
10147,415,28,2,8,3,2,1737,3.15,4,0,2025-09-10
10148,209,14,4,3,2,4,1414,0.93,1,0,2025-10-16
10149,335,23,4,2,4,3,238,4.04,2,0,2025-09-27
10150,298,20,1,3,2,1,60,4.48,4,0,2025-07-03
10151,347,24,4,4,4,2,2706,4.48,2,0,2025-08-31
10152,331,23,4,5,1,2,1172,3.38,2,0,2025-09-18
10153,65,4,4,8,5,2,1447,2.16,2,0,2025-07-26
10154,103,7,1,3,3,1,2177,3.25,4,0,2025-09-01
10155,398,28,2,6,4,4,852,1.32,4,0,2025-09-14
10156,202,13,5,4,1,2,2118,3.11,2,0,2025-09-28
10157,41,3,2,2,5,3,2202,2.22,2,1,2025-07-25
10158,333,23,4,7,4,4,1422,2.96,1,0,2025-07-16
10159,265,18,5,7,5,1,562,2.25,1,0,2025-08-15
10160,77,5,1,2,2,4,607,1.45,1,0,2025-09-28
10161,29,2,4,2,3,2,847,2.24,4,0,2025-09-03
10162,43,3,2,5,3,4,2492,0.61,1,0,2025-10-13
10163,216,15,4,2,4,1,1457,3.93,2,0,2025-07-05
10164,46,3,2,3,3,2,467,3.79,4,0,2025-07-20
10165,52,4,4,1,2,2,2033,3.43,4,1,2025-08-27
10166,150,10,1,6,2,1,640,4.36,4,0,2025-09-05
10167,194,13,5,8,1,2,1646,4.56,2,0,2025-07-13
10168,114,8,4,2,2,4,2300,3.71,1,0,2025-10-25
10169,39,3,2,7,5,4,1125,1.4,4,1,2025-07-31
10170,310,21,1,8,3,4,527,4.39,3,1,2025-09-28
10171,43,3,2,7,3,1,1927,2.15,3,0,2025-10-06
10172,188,13,5,6,1,4,2261,3.51,1,0,2025-08-10
10173,182,12,3,5,2,4,136,2.7,2,0,2025-10-16
10174,289,19,5,5,2,3,226,0.1,2,1,2025-08-06
10175,428,29,1,8,4,2,479,2.58,2,1,2025-08-29
10176,290,19,5,5,5,3,1696,2.67,3,0,2025-07-02
10177,306,21,1,4,1,1,2657,1.2,1,0,2025-09-09
10178,338,23,4,2,1,4,1730,1.57,2,0,2025-07-24
10179,166,11,2,5,2,1,2298,4.19,2,1,2025-08-17
10180,348,24,4,8,4,4,1656,2.61,1,1,2025-09-10
10181,168,11,2,6,2,4,1431,1.05,3,0,2025-10-25
10182,333,23,4,1,4,4,768,1.38,3,1,2025-10-22
10183,251,17,3,5,3,2,136,0.98,2,0,2025-10-16
10184,228,16,5,6,5,3,180,4.53,3,0,2025-10-04
10185,231,16,5,4,2,4,1498,1.63,1,1,2025-08-13
10186,220,15,4,7,2,4,1180,2.6,3,1,2025-08-27
10187,396,27,1,5,4,3,727,1.69,3,0,2025-08-16
10188,300,20,1,6,2,3,47,1.66,1,1,2025-09-23
10189,76,5,1,3,3,2,416,4.79,2,1,2025-07-02
10190,175,12,3,5,1,2,89,2.6,4,0,2025-08-13
10191,133,9,2,3,4,3,899,4.4,2,1,2025-08-29
10192,189,13,5,8,2,3,1558,1.81,3,0,2025-09-17
10193,411,28,2,3,1,4,1019,4.37,2,1,2025-09-28
10194,361,25,2,2,1,4,749,1.25,2,0,2025-08-16
10195,115,8,4,3,3,3,872,1.56,2,0,2025-10-28
10196,206,14,4,7,2,3,2717,4.55,3,0,2025-08-08
10197,144,10,1,3,5,3,2715,3.52,2,0,2025-08-21
10198,200,13,5,5,1,3,1251,1.39,2,1,2025-10-15
10199,106,7,1,5,1,1,2647,1.14,2,0,2025-08-28
10200,382,26,3,6,1,2,1488,4.63,4,1,2025-08-03
10201,214,15,4,5,1,1,2255,4.21,3,1,2025-08-05
10202,335,23,4,2,1,3,2020,4.79,4,0,2025-10-15
10203,135,9,2,5,2,1,2020,4.1,4,1,2025-08-09
10204,57,4,4,1,3,1,1171,2.68,4,0,2025-07-10
10205,49,4,4,2,1,3,33,4.0,3,0,2025-09-28
10206,158,10,1,4,5,2,1233,2.5,1,0,2025-07-11
10207,85,6,1,5,3,2,1410,0.98,4,1,2025-08-01
10208,235,16,5,1,2,2,2000,1.93,1,0,2025-07-13
10209,384,26,3,6,1,2,2629,2.1,2,1,2025-08-02
10210,69,5,1,4,5,3,1192,3.33,4,0,2025-09-16
10211,309,21,1,1,5,3,976,4.02,1,1,2025-09-09
10212,77,5,1,6,3,4,2662,3.38,2,0,2025-07-07
10213,126,9,2,7,3,4,189,3.0,4,0,2025-08-26
10214,79,5,1,4,4,3,435,2.95,2,0,2025-08-24
10215,345,23,4,6,4,3,180,2.48,1,0,2025-07-16
10216,254,17,3,2,5,2,618,2.35,2,0,2025-10-21
10217,82,6,1,4,2,3,2842,3.96,4,0,2025-09-28
10218,128,9,2,2,5,3,2071,1.98,3,0,2025-10-01
10219,363,25,2,2,2,4,2705,2.3,3,0,2025-10-25
10220,428,29,1,1,2,2,2649,4.75,2,0,2025-07-03
10221,194,13,5,3,1,4,1082,2.68,4,1,2025-09-17
10222,349,24,4,4,4,3,828,3.84,4,1,2025-09-19
10223,237,16,5,6,1,3,1320,1.18,3,0,2025-08-10
10224,373,26,3,3,5,3,1247,1.09,3,1,2025-09-18
10225,289,19,5,1,3,3,1618,1.81,3,1,2025-09-13
10226,119,8,4,3,2,1,2804,0.27,1,0,2025-09-11
10227,201,13,5,1,2,2,1392,3.88,2,1,2025-07-17
10228,249,17,3,5,2,1,623,1.69,2,1,2025-09-16
10229,329,23,4,3,1,4,2746,2.47,1,0,2025-07-31
10230,290,19,5,8,2,4,2811,3.28,2,0,2025-09-13
10231,364,25,2,3,3,1,953,4.85,3,0,2025-07-14
10232,27,2,4,5,2,4,1965,3.84,3,0,2025-08-06
10233,408,28,2,6,4,1,1801,3.35,3,0,2025-09-22
10234,290,19,5,3,2,4,877,1.31,2,0,2025-07-27
10235,231,16,5,6,3,4,1823,0.17,4,0,2025-08-11
10236,385,26,3,6,4,3,835,2.91,3,0,2025-08-11
10237,337,23,4,3,2,1,2053,3.66,4,0,2025-09-06
10238,222,15,4,7,3,3,2391,4.59,4,0,2025-08-20
10239,361,25,2,2,3,1,2548,3.91,4,1,2025-09-21
10240,54,4,4,5,3,1,1474,2.48,2,0,2025-07-06
10241,390,27,1,2,5,2,479,0.1,4,1,2025-08-18
10242,143,10,1,8,1,1,1908,0.3,4,0,2025-09-06
10243,170,11,2,7,1,3,1563,0.61,1,1,2025-08-31
10244,180,12,3,7,5,1,1619,2.26,3,1,2025-09-25
10245,236,16,5,8,3,2,911,3.76,2,1,2025-10-22
10246,90,6,1,2,2,2,1649,4.71,3,0,2025-07-16
10247,219,15,4,4,3,3,659,1.21,3,0,2025-07-29
10248,187,12,3,2,1,1,1977,0.44,2,0,2025-09-18
10249,306,21,1,3,1,3,2390,4.22,2,1,2025-09-03
10250,137,9,2,7,2,1,952,1.83,1,1,2025-07-11
10251,397,28,2,5,5,4,2796,2.42,4,0,2025-08-13
10252,36,3,2,6,5,4,126,0.86,1,0,2025-07-20
10253,271,18,5,4,5,3,2204,4.48,4,0,2025-10-02
10254,289,19,5,8,1,3,1584,3.87,1,0,2025-09-17
10255,403,28,2,1,4,2,1971,4.22,4,1,2025-07-03
10256,394,27,1,8,4,3,682,4.41,3,0,2025-07-26
10257,435,30,2,4,4,3,2311,2.41,1,0,2025-09-20
10258,320,22,1,7,4,1,1892,3.51,2,0,2025-09-06
10259,277,19,5,5,5,4,1401,2.94,2,0,2025-09-27
10260,189,13,5,3,4,2,1819,1.79,1,0,2025-10-23
10261,102,7,1,6,2,2,1395,0.49,4,1,2025-08-01
10262,393,27,1,8,4,3,2771,1.91,1,0,2025-07-14
10263,56,4,4,4,2,1,2268,0.27,1,0,2025-10-25
10264,47,3,2,7,5,4,1670,2.68,3,0,2025-09-18
10265,178,12,3,3,2,4,2105,0.64,3,0,2025-09-28
10266,276,19,5,7,1,4,1557,2.57,2,0,2025-07-01
10267,420,29,1,2,3,4,31,2.5,1,0,2025-08-25
10268,164,11,2,6,1,1,1240,1.93,3,0,2025-07-24
10269,76,5,1,2,3,4,2751,4.91,4,0,2025-07-06
10270,407,28,2,6,3,4,969,3.79,2,0,2025-10-23
10271,80,5,1,3,4,3,1855,2.16,3,0,2025-08-17
10272,152,10,1,5,3,4,934,4.13,3,0,2025-10-03
